domain,ir,itheta,iphi,Te,j_phi
plasma,0,0,14,1679.801807731455,551917.2021984167
plasma,0,1,14,1679.801807731453,551917.2021984167
plasma,0,2,14,1679.8018077314507,551917.2021984167
plasma,0,3,14,1679.8018077314484,551917.2021984167
plasma,0,4,14,1679.8018077314462,551917.2021984167
plasma,0,5,14,1679.8018077314437,551917.2021984167
plasma,0,6,14,1679.8018077314414,551917.2021984167
plasma,0,7,14,1679.8018077314387,551917.2021984167
plasma,0,8,14,1679.8018077314357,551917.2021984167
plasma,0,9,14,1679.8018077314332,551917.2021984167
plasma,0,10,14,1679.8018077314305,551917.2021984167
plasma,0,11,14,1679.8018077314275,551917.2021984167
plasma,0,12,14,1679.801807731425,551917.2021984167
plasma,0,13,14,1679.8018077314218,551917.2021984167
plasma,0,14,14,1679.801807731419,551917.2021984167
plasma,0,15,14,1679.8018077314166,551917.2021984167
plasma,0,16,14,1679.8018077314136,551917.2021984167
plasma,0,17,14,1679.801807731411,551917.2021984167
plasma,0,18,14,1679.8018077314084,551917.2021984167
plasma,0,19,14,1679.8018077314057,551917.2021984167
plasma,0,20,14,1679.8018077314032,551917.2021984167
plasma,0,21,14,1679.8018077314007,551917.2021984167
plasma,0,22,14,1679.8018077313982,551917.2021984167
plasma,0,23,14,1679.801807731396,551917.2021984167
plasma,0,24,14,1679.8018077313939,551917.2021984167
plasma,0,25,14,1679.8018077313918,551917.2021984167
plasma,0,26,14,1679.8018077313898,551917.2021984167
plasma,0,27,14,1679.8018077313882,551917.2021984167
plasma,0,28,14,1679.8018077313866,551917.2021984167
plasma,0,29,14,1679.801807731385,551917.2021984167
plasma,0,30,14,1679.8018077313836,551917.2021984167
plasma,0,31,14,1679.8018077313825,551917.2021984167
plasma,0,32,14,1679.8018077313814,551917.2021984167
plasma,0,33,14,1679.8018077313804,551917.2021984167
plasma,0,34,14,1679.8018077313798,551917.2021984167
plasma,0,35,14,1679.8018077313793,551917.2021984167
plasma,0,36,14,1679.8018077313789,551917.2021984167
plasma,0,37,14,1679.8018077313789,551917.2021984167
plasma,0,38,14,1679.8018077313789,551917.2021984167
plasma,0,39,14,1679.8018077313789,551917.2021984167
plasma,0,40,14,1679.8018077313793,551917.2021984167
plasma,0,41,14,1679.8018077313798,551917.2021984167
plasma,0,42,14,1679.8018077313804,551917.2021984167
plasma,0,43,14,1679.8018077313814,551917.2021984167
plasma,0,44,14,1679.8018077313825,551917.2021984167
plasma,0,45,14,1679.8018077313836,551917.2021984167
plasma,0,46,14,1679.801807731385,551917.2021984167
plasma,0,47,14,1679.8018077313866,551917.2021984167
plasma,0,48,14,1679.8018077313882,551917.2021984167
plasma,0,49,14,1679.8018077313898,551917.2021984167
plasma,0,50,14,1679.8018077313918,551917.2021984167
plasma,0,51,14,1679.8018077313939,551917.2021984167
plasma,0,52,14,1679.801807731396,551917.2021984167
plasma,0,53,14,1679.8018077313982,551917.2021984167
plasma,0,54,14,1679.8018077314007,551917.2021984167
plasma,0,55,14,1679.8018077314032,551917.2021984167
plasma,0,56,14,1679.8018077314057,551917.2021984167
plasma,0,57,14,1679.8018077314084,551917.2021984167
plasma,0,58,14,1679.801807731411,551917.2021984167
plasma,0,59,14,1679.8018077314136,551917.2021984167
plasma,0,60,14,1679.8018077314166,551917.2021984167
plasma,0,61,14,1679.801807731419,551917.2021984167
plasma,0,62,14,1679.8018077314218,551917.2021984167
plasma,0,63,14,1679.801807731425,551917.2021984167
plasma,0,64,14,1679.8018077314275,551917.2021984167
plasma,0,65,14,1679.8018077314305,551917.2021984167
plasma,0,66,14,1679.8018077314332,551917.2021984167
plasma,0,67,14,1679.8018077314357,551917.2021984167
plasma,0,68,14,1679.8018077314387,551917.2021984167
plasma,0,69,14,1679.8018077314414,551917.2021984167
plasma,0,70,14,1679.8018077314437,551917.2021984167
