domain,ir,itheta,iphi,Te,j_phi
plasma,0,0,13,24995.000250000034,1199820.004500075
plasma,0,1,13,24995.00025000003,1199820.004500075
plasma,0,2,13,24995.000250000023,1199820.004500075
plasma,0,3,13,24995.00025000002,1199820.004500075
plasma,0,4,13,24995.000250000012,1199820.004500075
plasma,0,5,13,24995.00025000001,1199820.004500075
plasma,0,6,13,24995.00025,1199820.004500075
plasma,0,7,13,24995.000249999994,1199820.004500075
plasma,0,8,13,24995.00024999999,1199820.004500075
plasma,0,9,13,24995.000249999983,1199820.004500075
plasma,0,10,13,24995.00024999998,1199820.004500075
plasma,0,11,13,24995.000249999972,1199820.004500075
plasma,0,12,13,24995.00024999997,1199820.004500075
plasma,0,13,13,24995.00024999996,1199820.004500075
plasma,0,14,13,24995.00024999996,1199820.004500075
plasma,0,15,13,24995.000249999954,1199820.004500075
plasma,0,16,13,24995.00024999995,1199820.004500075
plasma,0,17,13,24995.000249999943,1199820.004500075
plasma,0,18,13,24995.00024999994,1199820.004500075
plasma,0,19,13,24995.000249999935,1199820.004500075
plasma,0,20,13,24995.000249999932,1199820.004500075
plasma,0,21,13,24995.00024999993,1199820.004500075
plasma,0,22,13,24995.000249999925,1199820.004500075
plasma,0,23,13,24995.00024999992,1199820.004500075
plasma,0,24,13,24995.00024999992,1199820.004500075
plasma,0,25,13,24995.000249999917,1199820.004500075
plasma,0,26,13,24995.000249999914,1199820.004500075
plasma,0,27,13,24995.000249999914,1199820.004500075
plasma,0,28,13,24995.000249999914,1199820.004500075
plasma,0,29,13,24995.000249999914,1199820.004500075
plasma,0,30,13,24995.00024999991,1199820.004500075
plasma,0,31,13,24995.00024999991,1199820.004500075
plasma,0,32,13,24995.00024999991,1199820.004500075
plasma,0,33,13,24995.00024999991,1199820.004500075
plasma,0,34,13,24995.000249999914,1199820.004500075
plasma,0,35,13,24995.000249999914,1199820.004500075
plasma,0,36,13,24995.000249999914,1199820.004500075
plasma,0,37,13,24995.000249999914,1199820.004500075
plasma,0,38,13,24995.000249999917,1199820.004500075
plasma,0,39,13,24995.00024999992,1199820.004500075
plasma,0,40,13,24995.000249999925,1199820.004500075
plasma,0,41,13,24995.000249999925,1199820.004500075
plasma,0,42,13,24995.00024999993,1199820.004500075
plasma,0,43,13,24995.000249999935,1199820.004500075
plasma,0,44,13,24995.000249999935,1199820.004500075
plasma,0,45,13,24995.000249999943,1199820.004500075
plasma,0,46,13,24995.000249999946,1199820.004500075
plasma,0,47,13,24995.00024999995,1199820.004500075
plasma,0,48,13,24995.000249999957,1199820.004500075
plasma,0,49,13,24995.00024999996,1199820.004500075
plasma,0,50,13,24995.000249999965,1199820.004500075
plasma,0,51,13,24995.000249999972,1199820.004500075
plasma,0,52,13,24995.000249999975,1199820.004500075
plasma,0,53,13,24995.000249999983,1199820.004500075
plasma,0,54,13,24995.000249999986,1199820.004500075
plasma,0,55,13,24995.000249999994,1199820.004500075
plasma,0,56,13,24995.000249999997,1199820.004500075
plasma,0,57,13,24995.00025000001,1199820.004500075
plasma,0,58,13,24995.000250000012,1199820.004500075
plasma,0,59,13,24995.00025000002,1199820.004500075
plasma,0,60,13,24995.000250000023,1199820.004500075
plasma,0,61,13,24995.00025000003,1199820.004500075
plasma,0,62,13,24995.000250000034,1199820.004500075
plasma,0,63,13,24995.00025000004,1199820.004500075
plasma,0,64,13,24995.000250000045,1199820.004500075
plasma,0,65,13,24995.000250000052,1199820.004500075
plasma,0,66,13,24995.000250000052,1199820.004500075
plasma,0,67,13,24995.000250000056,1199820.004500075
plasma,0,68,13,24995.000250000063,1199820.004500075
plasma,0,69,13,24995.000250000066,1199820.004500075
plasma,0,70,13,24995.000250000066,1199820.004500075
plasma,0,71,13,24995.000250000074,1199820.004500075
plasma,0,72,13,24995.000250000077,1199820.004500075
plasma,0,73,13,24995.000250000077,1199820.004500075
plasma,0,74,13,24995.000250000085,1199820.004500075
plasma,0,75,13,24995.000250000085,1199820.004500075
plasma,0,76,13,24995.00025000009,1199820.004500075
plasma,0,77,13,24995.00025000009,1199820.004500075
plasma,0,78,13,24995.00025000009,1199820.004500075
plasma,0,79,13,24995.00025000009,1199820.004500075
plasma,0,80,13,24995.00025000009,1199820.004500075
plasma,0,81,13,24995.00025000009,1199820.004500075
plasma,0,82,13,24995.00025000009,1199820.004500075
plasma,0,83,13,24995.00025000009,1199820.004500075
plasma,0,84,13,24995.00025000009,1199820.004500075
plasma,0,85,13,24995.00025000009,1199820.004500075
plasma,0,86,13,24995.00025000009,1199820.004500075
plasma,0,87,13,24995.000250000085,1199820.004500075
plasma,0,88,13,24995.000250000085,1199820.004500075
