domain,ir,itheta,iphi,Te,j_phi
plasma,0,0,13,1679.8018077314405,551917.2021984167
plasma,0,1,13,1679.801807731438,551917.2021984167
plasma,0,2,13,1679.8018077314352,551917.2021984167
plasma,0,3,13,1679.8018077314323,551917.2021984167
plasma,0,4,13,1679.8018077314298,551917.2021984167
plasma,0,5,13,1679.8018077314268,551917.2021984167
plasma,0,6,13,1679.801807731424,551917.2021984167
plasma,0,7,13,1679.8018077314214,551917.2021984167
plasma,0,8,13,1679.8018077314186,551917.2021984167
plasma,0,9,13,1679.8018077314157,551917.2021984167
plasma,0,10,13,1679.801807731413,551917.2021984167
plasma,0,11,13,1679.8018077314105,551917.2021984167
plasma,0,12,13,1679.8018077314075,551917.2021984167
plasma,0,13,13,1679.801807731405,551917.2021984167
plasma,0,14,13,1679.8018077314025,551917.2021984167
plasma,0,15,13,1679.8018077314,551917.2021984167
plasma,0,16,13,1679.8018077313977,551917.2021984167
plasma,0,17,13,1679.8018077313955,551917.2021984167
plasma,0,18,13,1679.8018077313934,551917.2021984167
plasma,0,19,13,1679.8018077313914,551917.2021984167
plasma,0,20,13,1679.8018077313895,551917.2021984167
plasma,0,21,13,1679.8018077313877,551917.2021984167
plasma,0,22,13,1679.8018077313861,551917.2021984167
plasma,0,23,13,1679.8018077313845,551917.2021984167
plasma,0,24,13,1679.8018077313834,551917.2021984167
plasma,0,25,13,1679.8018077313823,551917.2021984167
plasma,0,26,13,1679.8018077313811,551917.2021984167
plasma,0,27,13,1679.8018077313804,551917.2021984167
plasma,0,28,13,1679.8018077313795,551917.2021984167
plasma,0,29,13,1679.8018077313793,551917.2021984167
plasma,0,30,13,1679.8018077313789,551917.2021984167
plasma,0,31,13,1679.8018077313786,551917.2021984167
plasma,0,32,13,1679.8018077313789,551917.2021984167
plasma,0,33,13,1679.801807731379,551917.2021984167
plasma,0,34,13,1679.8018077313793,551917.2021984167
plasma,0,35,13,1679.80180773138,551917.2021984167
plasma,0,36,13,1679.8018077313807,551917.2021984167
plasma,0,37,13,1679.8018077313816,551917.2021984167
plasma,0,38,13,1679.8018077313827,551917.2021984167
plasma,0,39,13,1679.8018077313839,551917.2021984167
plasma,0,40,13,1679.8018077313855,551917.2021984167
plasma,0,41,13,1679.8018077313868,551917.2021984167
plasma,0,42,13,1679.8018077313886,551917.2021984167
plasma,0,43,13,1679.8018077313905,551917.2021984167
plasma,0,44,13,1679.8018077313923,551917.2021984167
plasma,0,45,13,1679.8018077313943,551917.2021984167
plasma,0,46,13,1679.8018077313966,551917.2021984167
plasma,0,47,13,1679.8018077313989,551917.2021984167
plasma,0,48,13,1679.8018077314011,551917.2021984167
plasma,0,49,13,1679.8018077314039,551917.2021984167
plasma,0,50,13,1679.8018077314064,551917.2021984167
plasma,0,51,13,1679.8018077314089,551917.2021984167
plasma,0,52,13,1679.8018077314116,551917.2021984167
plasma,0,53,13,1679.8018077314143,551917.2021984167
plasma,0,54,13,1679.801807731417,551917.2021984167
plasma,0,55,13,1679.8018077314198,551917.2021984167
plasma,0,56,13,1679.8018077314227,551917.2021984167
plasma,0,57,13,1679.8018077314257,551917.2021984167
plasma,0,58,13,1679.8018077314282,551917.2021984167
plasma,0,59,13,1679.8018077314312,551917.2021984167
plasma,0,60,13,1679.8018077314339,551917.2021984167
plasma,0,61,13,1679.8018077314364,551917.2021984167
plasma,0,62,13,1679.801807731439,551917.2021984167
plasma,0,63,13,1679.8018077314416,551917.2021984167
plasma,0,64,13,1679.8018077314443,551917.2021984167
plasma,0,65,13,1679.8018077314468,551917.2021984167
plasma,0,66,13,1679.8018077314491,551917.2021984167
plasma,0,67,13,1679.8018077314514,551917.2021984167
plasma,0,68,13,1679.8018077314537,551917.2021984167
plasma,0,69,13,1679.8018077314555,551917.2021984167
plasma,0,70,13,1679.8018077314573,551917.2021984167
plasma,0,71,13,1679.8018077314591,551917.2021984167
plasma,0,72,13,1679.8018077314607,551917.2021984167
