domain,ir,itheta,iphi,Te,j_phi
plasma,0,0,4,5577.138408692544,839874.0032585883
plasma,0,1,4,5577.13840869255,839874.0032585883
plasma,0,2,4,5577.138408692555,839874.0032585883
plasma,0,3,4,5577.138408692561,839874.0032585883
plasma,0,4,4,5577.138408692566,839874.0032585883
plasma,0,5,4,5577.138408692572,839874.0032585883
plasma,0,6,4,5577.138408692577,839874.0032585883
plasma,0,7,4,5577.138408692582,839874.0032585883
plasma,0,8,4,5577.138408692588,839874.0032585883
plasma,0,9,4,5577.138408692593,839874.0032585883
plasma,0,10,4,5577.138408692597,839874.0032585883
plasma,0,11,4,5577.138408692602,839874.0032585883
plasma,0,12,4,5577.138408692606,839874.0032585883
plasma,0,13,4,5577.138408692611,839874.0032585883
plasma,0,14,4,5577.138408692615,839874.0032585883
plasma,0,15,4,5577.138408692618,839874.0032585883
plasma,0,16,4,5577.13840869262,839874.0032585883
plasma,0,17,4,5577.138408692625,839874.0032585883
plasma,0,18,4,5577.138408692626,839874.0032585883
plasma,0,19,4,5577.138408692629,839874.0032585883
plasma,0,20,4,5577.13840869263,839874.0032585883
plasma,0,21,4,5577.138408692633,839874.0032585883
plasma,0,22,4,5577.138408692634,839874.0032585883
plasma,0,23,4,5577.138408692634,839874.0032585883
plasma,0,24,4,5577.1384086926355,839874.0032585883
plasma,0,25,4,5577.1384086926355,839874.0032585883
plasma,0,26,4,5577.1384086926355,839874.0032585883
plasma,0,27,4,5577.138408692634,839874.0032585883
plasma,0,28,4,5577.138408692634,839874.0032585883
plasma,0,29,4,5577.138408692633,839874.0032585883
plasma,0,30,4,5577.13840869263,839874.0032585883
plasma,0,31,4,5577.138408692629,839874.0032585883
plasma,0,32,4,5577.138408692626,839874.0032585883
plasma,0,33,4,5577.138408692625,839874.0032585883
plasma,0,34,4,5577.13840869262,839874.0032585883
plasma,0,35,4,5577.138408692618,839874.0032585883
plasma,0,36,4,5577.138408692615,839874.0032585883
plasma,0,37,4,5577.138408692611,839874.0032585883
plasma,0,38,4,5577.138408692606,839874.0032585883
plasma,0,39,4,5577.138408692602,839874.0032585883
plasma,0,40,4,5577.138408692597,839874.0032585883
plasma,0,41,4,5577.138408692593,839874.0032585883
plasma,0,42,4,5577.138408692588,839874.0032585883
plasma,0,43,4,5577.138408692582,839874.0032585883
