domain,ir,itheta,iphi,Te,j_phi
plasma,0,0,0,5577.1384086926355,839874.0032585883
plasma,0,1,0,5577.1384086926355,839874.0032585883
plasma,0,2,0,5577.138408692634,839874.0032585883
plasma,0,3,0,5577.138408692634,839874.0032585883
plasma,0,4,0,5577.138408692633,839874.0032585883
plasma,0,5,0,5577.13840869263,839874.0032585883
plasma,0,6,0,5577.138408692629,839874.0032585883
plasma,0,7,0,5577.138408692626,839874.0032585883
plasma,0,8,0,5577.138408692625,839874.0032585883
plasma,0,9,0,5577.13840869262,839874.0032585883
plasma,0,10,0,5577.138408692618,839874.0032585883
plasma,0,11,0,5577.138408692615,839874.0032585883
plasma,0,12,0,5577.138408692611,839874.0032585883
plasma,0,13,0,5577.138408692606,839874.0032585883
plasma,0,14,0,5577.138408692602,839874.0032585883
plasma,0,15,0,5577.138408692597,839874.0032585883
plasma,0,16,0,5577.138408692593,839874.0032585883
plasma,0,17,0,5577.138408692588,839874.0032585883
plasma,0,18,0,5577.138408692582,839874.0032585883
plasma,0,19,0,5577.138408692577,839874.0032585883
plasma,0,20,0,5577.138408692572,839874.0032585883
plasma,0,21,0,5577.138408692566,839874.0032585883
plasma,0,22,0,5577.138408692561,839874.0032585883
plasma,0,23,0,5577.138408692555,839874.0032585883
plasma,0,24,0,5577.13840869255,839874.0032585883
plasma,0,25,0,5577.138408692544,839874.0032585883
plasma,0,26,0,5577.138408692538,839874.0032585883
plasma,0,27,0,5577.138408692532,839874.0032585883
plasma,0,28,0,5577.138408692526,839874.0032585883
plasma,0,29,0,5577.138408692521,839874.0032585883
plasma,0,30,0,5577.138408692515,839874.0032585883
plasma,0,31,0,5577.13840869251,839874.0032585883
plasma,0,32,0,5577.1384086925045,839874.0032585883
plasma,0,33,0,5577.1384086925,839874.0032585883
plasma,0,34,0,5577.1384086924945,839874.0032585883
plasma,0,35,0,5577.13840869249,839874.0032585883
plasma,0,36,0,5577.138408692485,839874.0032585883
plasma,0,37,0,5577.138408692481,839874.0032585883
plasma,0,38,0,5577.138408692476,839874.0032585883
plasma,0,39,0,5577.138408692473,839874.0032585883
plasma,0,40,0,5577.13840869247,839874.0032585883
plasma,0,41,0,5577.138408692466,839874.0032585883
plasma,0,42,0,5577.138408692464,839874.0032585883
plasma,0,43,0,5577.138408692461,839874.0032585883
plasma,0,44,0,5577.138408692459,839874.0032585883
plasma,0,45,0,5577.138408692457,839874.0032585883
plasma,0,46,0,5577.138408692455,839874.0032585883
plasma,0,47,0,5577.138408692454,839874.0032585883
plasma,0,48,0,5577.138408692453,839874.0032585883
plasma,0,49,0,5577.138408692453,839874.0032585883
plasma,0,50,0,5577.138408692452,839874.0032585883
plasma,0,51,0,5577.138408692453,839874.0032585883
plasma,0,52,0,5577.138408692453,839874.0032585883
plasma,0,53,0,5577.138408692454,839874.0032585883
plasma,0,54,0,5577.138408692455,839874.0032585883
plasma,0,55,0,5577.138408692457,839874.0032585883
plasma,0,56,0,5577.138408692459,839874.0032585883
plasma,0,57,0,5577.138408692461,839874.0032585883
plasma,0,58,0,5577.138408692464,839874.0032585883
plasma,0,59,0,5577.138408692466,839874.0032585883
plasma,0,60,0,5577.13840869247,839874.0032585883
plasma,0,61,0,5577.138408692473,839874.0032585883
plasma,0,62,0,5577.138408692476,839874.0032585883
plasma,0,63,0,5577.138408692481,839874.0032585883
plasma,0,64,0,5577.138408692485,839874.0032585883
plasma,0,65,0,5577.13840869249,839874.0032585883
plasma,0,66,0,5577.1384086924945,839874.0032585883
plasma,0,67,0,5577.1384086925,839874.0032585883
plasma,0,68,0,5577.1384086925045,839874.0032585883
plasma,0,69,0,5577.13840869251,839874.0032585883
plasma,0,70,0,5577.138408692515,839874.0032585883
plasma,0,71,0,5577.138408692521,839874.0032585883
plasma,0,72,0,5577.138408692526,839874.0032585883
plasma,0,73,0,5577.138408692532,839874.0032585883
plasma,0,74,0,5577.138408692538,839874.0032585883
plasma,0,75,0,5577.138408692544,839874.0032585883
plasma,0,76,0,5577.13840869255,839874.0032585883
plasma,0,77,0,5577.138408692555,839874.0032585883
plasma,0,78,0,5577.138408692561,839874.0032585883
