domain,ir,itheta,iphi,Te,j_phi
plasma,0,0,9,1244.4277863014927,479928.0019240709
plasma,0,1,9,1244.427786301492,479928.0019240709
plasma,0,2,9,1244.4277863014913,479928.0019240709
plasma,0,3,9,1244.4277863014909,479928.0019240709
plasma,0,4,9,1244.4277863014904,479928.0019240709
plasma,0,5,9,1244.4277863014902,479928.0019240709
plasma,0,6,9,1244.42778630149,479928.0019240709
plasma,0,7,9,1244.4277863014902,479928.0019240709
plasma,0,8,9,1244.4277863014902,479928.0019240709
plasma,0,9,9,1244.4277863014906,479928.0019240709
plasma,0,10,9,1244.427786301491,479928.0019240709
plasma,0,11,9,1244.4277863014916,479928.0019240709
plasma,0,12,9,1244.4277863014925,479928.0019240709
plasma,0,13,9,1244.4277863014934,479928.0019240709
plasma,0,14,9,1244.4277863014943,479928.0019240709
plasma,0,15,9,1244.4277863014954,479928.0019240709
plasma,0,16,9,1244.4277863014966,479928.0019240709
plasma,0,17,9,1244.427786301498,479928.0019240709
plasma,0,18,9,1244.4277863014995,479928.0019240709
plasma,0,19,9,1244.427786301501,479928.0019240709
plasma,0,20,9,1244.4277863015027,479928.0019240709
plasma,0,21,9,1244.4277863015045,479928.0019240709
plasma,0,22,9,1244.4277863015066,479928.0019240709
plasma,0,23,9,1244.4277863015084,479928.0019240709
plasma,0,24,9,1244.4277863015104,479928.0019240709
plasma,0,25,9,1244.4277863015125,479928.0019240709
plasma,0,26,9,1244.4277863015145,479928.0019240709
plasma,0,27,9,1244.4277863015168,479928.0019240709
plasma,0,28,9,1244.427786301519,479928.0019240709
plasma,0,29,9,1244.4277863015213,479928.0019240709
plasma,0,30,9,1244.4277863015234,479928.0019240709
plasma,0,31,9,1244.4277863015259,479928.0019240709
plasma,0,32,9,1244.427786301528,479928.0019240709
plasma,0,33,9,1244.4277863015302,479928.0019240709
plasma,0,34,9,1244.4277863015327,479928.0019240709
plasma,0,35,9,1244.427786301535,479928.0019240709
plasma,0,36,9,1244.427786301537,479928.0019240709
plasma,0,37,9,1244.427786301539,479928.0019240709
plasma,0,38,9,1244.4277863015413,479928.0019240709
plasma,0,39,9,1244.4277863015432,479928.0019240709
plasma,0,40,9,1244.4277863015454,479928.0019240709
plasma,0,41,9,1244.427786301547,479928.0019240709
plasma,0,42,9,1244.427786301549,479928.0019240709
plasma,0,43,9,1244.4277863015507,479928.0019240709
plasma,0,44,9,1244.4277863015523,479928.0019240709
plasma,0,45,9,1244.427786301554,479928.0019240709
plasma,0,46,9,1244.4277863015554,479928.0019240709
plasma,0,47,9,1244.4277863015568,479928.0019240709
plasma,0,48,9,1244.427786301558,479928.0019240709
plasma,0,49,9,1244.4277863015589,479928.0019240709
plasma,0,50,9,1244.4277863015598,479928.0019240709
plasma,0,51,9,1244.4277863015607,479928.0019240709
plasma,0,52,9,1244.4277863015614,479928.0019240709
plasma,0,53,9,1244.427786301562,479928.0019240709
plasma,0,54,9,1244.4277863015623,479928.0019240709
plasma,0,55,9,1244.4277863015625,479928.0019240709
plasma,0,56,9,1244.4277863015625,479928.0019240709
plasma,0,57,9,1244.4277863015625,479928.0019240709
plasma,0,58,9,1244.4277863015623,479928.0019240709
plasma,0,59,9,1244.427786301562,479928.0019240709
plasma,0,60,9,1244.4277863015618,479928.0019240709
plasma,0,61,9,1244.427786301561,479928.0019240709
plasma,0,62,9,1244.4277863015602,479928.0019240709
plasma,0,63,9,1244.4277863015595,479928.0019240709
plasma,0,64,9,1244.4277863015584,479928.0019240709
plasma,0,65,9,1244.4277863015573,479928.0019240709
plasma,0,66,9,1244.427786301556,479928.0019240709
plasma,0,67,9,1244.4277863015545,479928.0019240709
plasma,0,68,9,1244.4277863015532,479928.0019240709
plasma,0,69,9,1244.4277863015516,479928.0019240709
plasma,0,70,9,1244.4277863015498,479928.0019240709
plasma,0,71,9,1244.4277863015482,479928.0019240709
plasma,0,72,9,1244.4277863015461,479928.0019240709
plasma,0,73,9,1244.4277863015443,479928.0019240709
plasma,0,74,9,1244.4277863015423,479928.0019240709
plasma,0,75,9,1244.4277863015402,479928.0019240709
plasma,0,76,9,1244.4277863015382,479928.0019240709
plasma,0,77,9,1244.4277863015361,479928.0019240709
plasma,0,78,9,1244.4277863015338,479928.0019240709
plasma,0,79,9,1244.4277863015313,479928.0019240709
plasma,0,80,9,1244.427786301529,479928.0019240709
plasma,0,81,9,1244.4277863015268,479928.0019240709
plasma,0,82,9,1244.4277863015247,479928.0019240709
plasma,0,83,9,1244.4277863015222,479928.0019240709
plasma,0,84,9,1244.4277863015202,479928.0019240709
plasma,0,85,9,1244.427786301518,479928.0019240709
plasma,0,86,9,1244.4277863015157,479928.0019240709
plasma,0,87,9,1244.4277863015134,479928.0019240709
plasma,0,88,9,1244.4277863015113,479928.0019240709
plasma,0,89,9,1244.4277863015093,479928.0019240709
plasma,0,90,9,1244.4277863015075,479928.0019240709
plasma,0,91,9,1244.4277863015054,479928.0019240709
plasma,0,92,9,1244.4277863015036,479928.0019240709
plasma,0,93,9,1244.4277863015018,479928.0019240709
plasma,0,94,9,1244.4277863015002,479928.0019240709
plasma,0,95,9,1244.4277863014986,479928.0019240709
plasma,0,96,9,1244.4277863014972,479928.0019240709
plasma,0,97,9,1244.427786301496,479928.0019240709
