domain,ir,itheta,iphi,Te,j_phi
plasma,0,0,0,1679.8018077314682,551917.2021984167
plasma,0,1,0,1679.8018077314682,551917.2021984167
plasma,0,2,0,1679.8018077314678,551917.2021984167
plasma,0,3,0,1679.8018077314675,551917.2021984167
plasma,0,4,0,1679.8018077314666,551917.2021984167
plasma,0,5,0,1679.801807731466,551917.2021984167
plasma,0,6,0,1679.8018077314648,551917.2021984167
plasma,0,7,0,1679.8018077314637,551917.2021984167
plasma,0,8,0,1679.8018077314625,551917.2021984167
plasma,0,9,0,1679.8018077314612,551917.2021984167
plasma,0,10,0,1679.8018077314596,551917.2021984167
plasma,0,11,0,1679.8018077314578,551917.2021984167
plasma,0,12,0,1679.801807731456,551917.2021984167
plasma,0,13,0,1679.8018077314541,551917.2021984167
plasma,0,14,0,1679.8018077314518,551917.2021984167
plasma,0,15,0,1679.8018077314496,551917.2021984167
plasma,0,16,0,1679.8018077314473,551917.2021984167
plasma,0,17,0,1679.801807731445,551917.2021984167
plasma,0,18,0,1679.8018077314425,551917.2021984167
plasma,0,19,0,1679.8018077314398,551917.2021984167
plasma,0,20,0,1679.8018077314373,551917.2021984167
plasma,0,21,0,1679.8018077314346,551917.2021984167
plasma,0,22,0,1679.8018077314316,551917.2021984167
plasma,0,23,0,1679.801807731429,551917.2021984167
plasma,0,24,0,1679.8018077314264,551917.2021984167
plasma,0,25,0,1679.8018077314234,551917.2021984167
plasma,0,26,0,1679.8018077314207,551917.2021984167
plasma,0,27,0,1679.8018077314177,551917.2021984167
plasma,0,28,0,1679.801807731415,551917.2021984167
plasma,0,29,0,1679.8018077314123,551917.2021984167
plasma,0,30,0,1679.8018077314096,551917.2021984167
plasma,0,31,0,1679.801807731407,551917.2021984167
plasma,0,32,0,1679.8018077314043,551917.2021984167
plasma,0,33,0,1679.801807731402,551917.2021984167
plasma,0,34,0,1679.8018077313995,551917.2021984167
plasma,0,35,0,1679.801807731397,551917.2021984167
plasma,0,36,0,1679.801807731395,551917.2021984167
plasma,0,37,0,1679.8018077313927,551917.2021984167
plasma,0,38,0,1679.8018077313907,551917.2021984167
plasma,0,39,0,1679.8018077313889,551917.2021984167
plasma,0,40,0,1679.8018077313873,551917.2021984167
plasma,0,41,0,1679.8018077313857,551917.2021984167
plasma,0,42,0,1679.8018077313843,551917.2021984167
plasma,0,43,0,1679.801807731383,551917.2021984167
plasma,0,44,0,1679.8018077313818,551917.2021984167
plasma,0,45,0,1679.801807731381,551917.2021984167
plasma,0,46,0,1679.8018077313802,551917.2021984167
plasma,0,47,0,1679.8018077313795,551917.2021984167
plasma,0,48,0,1679.801807731379,551917.2021984167
plasma,0,49,0,1679.8018077313789,551917.2021984167
plasma,0,50,0,1679.8018077313786,551917.2021984167
plasma,0,51,0,1679.8018077313789,551917.2021984167
plasma,0,52,0,1679.801807731379,551917.2021984167
plasma,0,53,0,1679.8018077313795,551917.2021984167
