domain,i,j,value1,value2
plasma,0,0,7528.3494,911863.2035
plasma,0,1,7528.3494,911863.2035
plasma,0,2,7528.3494,911863.2035
plasma,0,3,7528.3494,911863.2035
plasma,0,4,7528.3494,911863.2035
plasma,0,5,7528.3494,911863.2035
plasma,0,6,7528.3494,911863.2035
plasma,0,7,7528.3494,911863.2035
plasma,0,8,7528.3494,911863.2035
plasma,0,9,7528.3494,911863.2035
plasma,0,10,7528.3494,911863.2035
plasma,0,11,7528.3494,911863.2035
plasma,0,12,7528.3494,911863.2035
plasma,0,13,7528.3494,911863.2035
plasma,0,14,7528.3494,911863.2035
plasma,0,15,7528.3494,911863.2035
plasma,0,16,7528.3494,911863.2035
plasma,0,17,7528.3494,911863.2035
plasma,0,18,7528.3494,911863.2035
plasma,0,19,7528.3494,911863.2035
plasma,0,20,7528.3494,911863.2035
plasma,0,21,7528.3494,911863.2035
plasma,0,22,7528.3494,911863.2035
plasma,0,23,7528.3494,911863.2035
plasma,0,24,7528.3494,911863.2035
plasma,0,25,7528.3494,911863.2035
plasma,0,26,7528.3494,911863.2035
plasma,0,27,7528.3494,911863.2035
plasma,0,28,7528.3494,911863.2035
plasma,0,29,7528.3494,911863.2035
plasma,0,30,7528.3494,911863.2035
plasma,0,31,7528.3494,911863.2035
plasma,0,32,7528.3494,911863.2035
plasma,0,33,7528.3494,911863.2035
plasma,0,34,7528.3494,911863.2035
plasma,0,35,7528.3494,911863.2035
plasma,0,36,7528.3494,911863.2035
plasma,0,37,7528.3494,911863.2035
plasma,0,38,7528.3494,911863.2035
plasma,0,39,7528.3494,911863.2035
plasma,0,40,7528.3494,911863.2035
plasma,0,41,7528.3494,911863.2035
plasma,0,42,7528.3494,911863.2035
plasma,0,43,7528.3494,911863.2035
plasma,0,44,7528.3494,911863.2035
plasma,0,45,7528.3494,911863.2035
plasma,0,46,7528.3494,911863.2035
plasma,0,47,7528.3494,911863.2035
plasma,0,48,7528.3494,911863.2035
plasma,0,49,7528.3494,911863.2035
plasma,0,50,7528.3494,911863.2035
plasma,0,51,7528.3494,911863.2035
plasma,0,52,7528.3494,911863.2035
plasma,0,53,7528.3494,911863.2035
plasma,0,54,7528.3494,911863.2035
plasma,0,55,7528.3494,911863.2035
plasma,0,56,7528.3494,911863.2035
plasma,0,57,7528.3494,911863.2035
plasma,0,58,7528.3494,911863.2035
plasma,0,59,7528.3494,911863.2035
plasma,0,60,7528.3494,911863.2035
plasma,0,61,7528.3494,911863.2035
plasma,0,62,7528.3494,911863.2035
plasma,0,63,7528.3494,911863.2035
plasma,0,64,7528.3494,911863.2035
plasma,0,65,7528.3494,911863.2035
plasma,0,66,7528.3494,911863.2035
plasma,0,67,7528.3494,911863.2035
plasma,0,68,7528.3494,911863.2035
plasma,0,69,7528.3494,911863.2035
plasma,0,70,7528.3494,911863.2035
plasma,0,71,7528.3494,911863.2035
plasma,0,72,7528.3494,911863.2035
plasma,0,73,7528.3494,911863.2035
plasma,0,74,7528.3494,911863.2035
plasma,0,75,7528.3494,911863.2035
plasma,0,76,7528.3494,911863.2035
plasma,0,77,7528.3494,911863.2035
plasma,0,78,7528.3494,911863.2035
plasma,0,79,7528.3494,911863.2035
plasma,0,80,7528.3494,911863.2035
plasma,0,81,7528.3494,911863.2035
plasma,0,82,7528.3494,911863.2035
plasma,0,83,7528.3494,911863.2035
plasma,0,84,7528.3494,911863.2035
plasma,0,85,7528.3494,911863.2035
plasma,0,86,7528.3494,911863.2035
plasma,0,87,7528.3494,911863.2035
plasma,0,88,7528.3494,911863.2035
plasma,0,89,7528.3494,911863.2035
plasma,0,90,7528.3494,911863.2035
plasma,0,91,7528.3494,911863.2035
plasma,0,92,7528.3494,911863.2035
plasma,0,93,7528.3494,911863.2035
plasma,0,94,7528.3494,911863.2035
plasma,0,95,7528.3494,911863.2035
plasma,0,96,7528.3494,911863.2035
plasma,0,97,7528.3494,911863.2035
plasma,0,98,7528.3494,911863.2035
plasma,0,99,7528.3494,911863.2035
plasma,0,100,7528.3494,911863.2035
plasma,0,101,7528.3494,911863.2035
plasma,0,102,7528.3494,911863.2035
plasma,0,103,7528.3494,911863.2035
plasma,0,104,7528.3494,911863.2035
plasma,0,105,7528.3494,911863.2035
plasma,0,106,7528.3494,911863.2035
plasma,0,107,7528.3494,911863.2035
plasma,0,108,7528.3494,911863.2035
plasma,0,109,7528.3494,911863.2035
plasma,0,110,7528.3494,911863.2035
plasma,0,111,7528.3494,911863.2035
plasma,0,112,7528.3494,911863.2035
plasma,0,113,7528.3494,911863.2035
plasma,0,114,7528.3494,911863.2035
plasma,0,115,7528.3494,911863.2035
plasma,0,116,7528.3494,911863.2035
plasma,0,117,7528.3494,911863.2035
plasma,0,118,7528.3494,911863.2035
plasma,0,119,7528.3494,911863.2035
plasma,0,120,7528.3494,911863.2035
plasma,0,121,7528.3494,911863.2035
plasma,0,122,7528.3494,911863.2035
plasma,0,123,7528.3494,911863.2035
plasma,0,124,7528.3494,911863.2035
plasma,0,125,7528.3494,911863.2035
plasma,0,126,7528.3494,911863.2035
plasma,0,127,7528.3494,911863.2035
plasma,0,128,7528.3494,911863.2035
plasma,0,129,7528.3494,911863.2035
plasma,0,130,7528.3494,911863.2035
plasma,0,131,7528.3494,911863.2035
plasma,0,132,7528.3494,911863.2035
plasma,0,133,7528.3494,911863.2035
plasma,0,134,7528.3494,911863.2035
plasma,0,135,7528.3494,911863.2035
plasma,0,136,7528.3494,911863.2035
plasma,0,137,7528.3494,911863.2035
plasma,0,138,7528.3494,911863.2035
plasma,0,139,7528.3494,911863.2035
plasma,0,140,7528.3494,911863.2035
plasma,0,141,7528.3494,911863.2035
plasma,0,142,7528.3494,911863.2035
plasma,0,143,7528.3494,911863.2035
plasma,0,144,7528.3494,911863.2035
plasma,0,145,7528.3494,911863.2035
plasma,0,146,7528.3494,911863.2035
plasma,0,147,7528.3494,911863.2035
plasma,0,148,7528.3494,911863.2035
plasma,0,149,7528.3494,911863.2035
plasma,0,150,7528.3494,911863.2035
plasma,0,151,7528.3494,911863.2035
plasma,0,152,7528.3494,911863.2035
plasma,0,153,7528.3494,911863.2035
plasma,0,154,7528.3494,911863.2035
plasma,0,155,7528.3494,911863.2035
plasma,0,156,7528.3494,911863.2035
plasma,0,157,7528.3494,911863.2035
plasma,0,158,7528.3494,911863.2035
plasma,0,159,7528.3494,911863.2035
plasma,0,160,7528.3494,911863.2035
plasma,0,161,7528.3494,911863.2035
plasma,0,162,7528.3494,911863.2035
plasma,0,163,7528.3494,911863.2035
plasma,0,164,7528.3494,911863.2035
plasma,0,165,7528.3494,911863.2035
plasma,0,166,7528.3494,911863.2035
plasma,0,167,7528.3494,911863.2035
plasma,0,168,7528.3494,911863.2035
plasma,0,169,7528.3494,911863.2035
plasma,0,170,7528.3494,911863.2035
plasma,0,171,7528.3494,911863.2035
plasma,0,172,7528.3494,911863.2035
plasma,0,173,7528.3494,911863.2035
plasma,0,174,7528.3494,911863.2035
plasma,0,175,7528.3494,911863.2035
plasma,0,176,7528.3494,911863.2035
plasma,0,177,7528.3494,911863.2035
plasma,0,178,7528.3494,911863.2035
plasma,0,179,7528.3494,911863.2035
plasma,1,0,7522.2118,911305.5889
plasma,1,1,7522.2118,911305.5889
plasma,1,2,7522.2118,911305.5889
plasma,1,3,7522.2118,911305.5889
plasma,1,4,7522.2118,911305.5889
plasma,1,5,7522.2118,911305.5889
plasma,1,6,7522.2118,911305.5889
plasma,1,7,7522.2118,911305.5889
plasma,1,8,7522.2118,911305.5889
plasma,1,9,7522.2118,911305.5889
plasma,1,10,7522.2118,911305.5889
plasma,1,11,7522.2118,911305.5889
plasma,1,12,7522.2118,911305.5889
plasma,1,13,7522.2118,911305.5889
plasma,1,14,7522.2118,911305.5889
plasma,1,15,7522.2118,911305.5889
plasma,1,16,7522.2118,911305.5889
plasma,1,17,7522.2118,911305.5889
plasma,1,18,7522.2118,911305.5889
plasma,1,19,7522.2118,911305.5889
plasma,1,20,7522.2118,911305.5889
plasma,1,21,7522.2118,911305.5889
plasma,1,22,7522.2118,911305.5889
plasma,1,23,7522.2118,911305.5889
plasma,1,24,7522.2118,911305.5889
plasma,1,25,7522.2118,911305.5889
plasma,1,26,7522.2118,911305.5889
plasma,1,27,7522.2118,911305.5889
plasma,1,28,7522.2118,911305.5889
plasma,1,29,7522.2118,911305.5889
plasma,1,30,7522.2118,911305.5889
plasma,1,31,7522.2118,911305.5889
plasma,1,32,7522.2118,911305.5889
plasma,1,33,7522.2118,911305.5889
plasma,1,34,7522.2118,911305.5889
plasma,1,35,7522.2118,911305.5889
plasma,1,36,7522.2118,911305.5889
plasma,1,37,7522.2118,911305.5889
plasma,1,38,7522.2118,911305.5889
plasma,1,39,7522.2118,911305.5889
plasma,1,40,7522.2118,911305.5889
plasma,1,41,7522.2118,911305.5889
plasma,1,42,7522.2118,911305.5889
plasma,1,43,7522.2118,911305.5889
plasma,1,44,7522.2118,911305.5889
plasma,1,45,7522.2118,911305.5889
plasma,1,46,7522.2118,911305.5889
plasma,1,47,7522.2118,911305.5889
plasma,1,48,7522.2118,911305.5889
plasma,1,49,7522.2118,911305.5889
plasma,1,50,7522.2118,911305.5889
plasma,1,51,7522.2118,911305.5889
plasma,1,52,7522.2118,911305.5889
plasma,1,53,7522.2118,911305.5889
plasma,1,54,7522.2118,911305.5889
plasma,1,55,7522.2118,911305.5889
plasma,1,56,7522.2118,911305.5889
plasma,1,57,7522.2118,911305.5889
plasma,1,58,7522.2118,911305.5889
plasma,1,59,7522.2118,911305.5889
plasma,1,60,7522.2118,911305.5889
plasma,1,61,7522.2118,911305.5889
plasma,1,62,7522.2118,911305.5889
plasma,1,63,7522.2118,911305.5889
plasma,1,64,7522.2118,911305.5889
plasma,1,65,7522.2118,911305.5889
plasma,1,66,7522.2118,911305.5889
plasma,1,67,7522.2118,911305.5889
plasma,1,68,7522.2118,911305.5889
plasma,1,69,7522.2118,911305.5889
plasma,1,70,7522.2118,911305.5889
plasma,1,71,7522.2118,911305.5889
plasma,1,72,7522.2118,911305.5889
plasma,1,73,7522.2118,911305.5889
plasma,1,74,7522.2118,911305.5889
plasma,1,75,7522.2118,911305.5889
plasma,1,76,7522.2118,911305.5889
plasma,1,77,7522.2118,911305.5889
plasma,1,78,7522.2118,911305.5889
plasma,1,79,7522.2118,911305.5889
plasma,1,80,7522.2118,911305.5889
plasma,1,81,7522.2118,911305.5889
plasma,1,82,7522.2118,911305.5889
plasma,1,83,7522.2118,911305.5889
plasma,1,84,7522.2118,911305.5889
plasma,1,85,7522.2118,911305.5889
plasma,1,86,7522.2118,911305.5889
plasma,1,87,7522.2118,911305.5889
plasma,1,88,7522.2118,911305.5889
plasma,1,89,7522.2118,911305.5889
plasma,1,90,7522.2118,911305.5889
plasma,1,91,7522.2118,911305.5889
plasma,1,92,7522.2118,911305.5889
plasma,1,93,7522.2118,911305.5889
plasma,1,94,7522.2118,911305.5889
plasma,1,95,7522.2118,911305.5889
plasma,1,96,7522.2118,911305.5889
plasma,1,97,7522.2118,911305.5889
plasma,1,98,7522.2118,911305.5889
plasma,1,99,7522.2118,911305.5889
plasma,1,100,7522.2118,911305.5889
plasma,1,101,7522.2118,911305.5889
plasma,1,102,7522.2118,911305.5889
plasma,1,103,7522.2118,911305.5889
plasma,1,104,7522.2118,911305.5889
plasma,1,105,7522.2118,911305.5889
plasma,1,106,7522.2118,911305.5889
plasma,1,107,7522.2118,911305.5889
plasma,1,108,7522.2118,911305.5889
plasma,1,109,7522.2118,911305.5889
plasma,1,110,7522.2118,911305.5889
plasma,1,111,7522.2118,911305.5889
plasma,1,112,7522.2118,911305.5889
plasma,1,113,7522.2118,911305.5889
plasma,1,114,7522.2118,911305.5889
plasma,1,115,7522.2118,911305.5889
plasma,1,116,7522.2118,911305.5889
plasma,1,117,7522.2118,911305.5889
plasma,1,118,7522.2118,911305.5889
plasma,1,119,7522.2118,911305.5889
plasma,1,120,7522.2118,911305.5889
plasma,1,121,7522.2118,911305.5889
plasma,1,122,7522.2118,911305.5889
plasma,1,123,7522.2118,911305.5889
plasma,1,124,7522.2118,911305.5889
plasma,1,125,7522.2118,911305.5889
plasma,1,126,7522.2118,911305.5889
plasma,1,127,7522.2118,911305.5889
plasma,1,128,7522.2118,911305.5889
plasma,1,129,7522.2118,911305.5889
plasma,1,130,7522.2118,911305.5889
plasma,1,131,7522.2118,911305.5889
plasma,1,132,7522.2118,911305.5889
plasma,1,133,7522.2118,911305.5889
plasma,1,134,7522.2118,911305.5889
plasma,1,135,7522.2118,911305.5889
plasma,1,136,7522.2118,911305.5889
plasma,1,137,7522.2118,911305.5889
plasma,1,138,7522.2118,911305.5889
plasma,1,139,7522.2118,911305.5889
plasma,1,140,7522.2118,911305.5889
plasma,1,141,7522.2118,911305.5889
plasma,1,142,7522.2118,911305.5889
plasma,1,143,7522.2118,911305.5889
plasma,1,144,7522.2118,911305.5889
plasma,1,145,7522.2118,911305.5889
plasma,1,146,7522.2118,911305.5889
plasma,1,147,7522.2118,911305.5889
plasma,1,148,7522.2118,911305.5889
plasma,1,149,7522.2118,911305.5889
plasma,1,150,7522.2118,911305.5889
plasma,1,151,7522.2118,911305.5889
plasma,1,152,7522.2118,911305.5889
plasma,1,153,7522.2118,911305.5889
plasma,1,154,7522.2118,911305.5889
plasma,1,155,7522.2118,911305.5889
plasma,1,156,7522.2118,911305.5889
plasma,1,157,7522.2118,911305.5889
plasma,1,158,7522.2118,911305.5889
plasma,1,159,7522.2118,911305.5889
plasma,1,160,7522.2118,911305.5889
plasma,1,161,7522.2118,911305.5889
plasma,1,162,7522.2118,911305.5889
plasma,1,163,7522.2118,911305.5889
plasma,1,164,7522.2118,911305.5889
plasma,1,165,7522.2118,911305.5889
plasma,1,166,7522.2118,911305.5889
plasma,1,167,7522.2118,911305.5889
plasma,1,168,7522.2118,911305.5889
plasma,1,169,7522.2118,911305.5889
plasma,1,170,7522.2118,911305.5889
plasma,1,171,7522.2118,911305.5889
plasma,1,172,7522.2118,911305.5889
plasma,1,173,7522.2118,911305.5889
plasma,1,174,7522.2118,911305.5889
plasma,1,175,7522.2118,911305.5889
plasma,1,176,7522.2118,911305.5889
plasma,1,177,7522.2118,911305.5889
plasma,1,178,7522.2118,911305.5889
plasma,1,179,7522.2118,911305.5889
plasma,2,0,7511.3518,910318.6512
plasma,2,1,7511.3518,910318.6512
plasma,2,2,7511.3518,910318.6512
plasma,2,3,7511.3518,910318.6512
plasma,2,4,7511.3518,910318.6512
plasma,2,5,7511.3518,910318.6512
plasma,2,6,7511.3518,910318.6512
plasma,2,7,7511.3518,910318.6512
plasma,2,8,7511.3518,910318.6512
plasma,2,9,7511.3518,910318.6512
plasma,2,10,7511.3518,910318.6512
plasma,2,11,7511.3518,910318.6512
plasma,2,12,7511.3518,910318.6512
plasma,2,13,7511.3518,910318.6512
plasma,2,14,7511.3518,910318.6512
plasma,2,15,7511.3518,910318.6512
plasma,2,16,7511.3518,910318.6512
plasma,2,17,7511.3518,910318.6512
plasma,2,18,7511.3518,910318.6512
