domain,i,j,value1,value2
plasma,0,96,1244.4278,479928.0019
plasma,0,97,1244.4278,479928.0019
plasma,0,98,1244.4278,479928.0019
plasma,0,99,1244.4278,479928.0019
plasma,0,100,1244.4278,479928.0019
plasma,0,101,1244.4278,479928.0019
plasma,0,102,1244.4278,479928.0019
plasma,0,103,1244.4278,479928.0019
plasma,0,104,1244.4278,479928.0019
plasma,0,105,1244.4278,479928.0019
plasma,0,106,1244.4278,479928.0019
plasma,0,107,1244.4278,479928.0019
plasma,0,108,1244.4278,479928.0019
plasma,0,109,1244.4278,479928.0019
plasma,0,110,1244.4278,479928.0019
plasma,0,111,1244.4278,479928.0019
plasma,0,112,1244.4278,479928.0019
plasma,0,113,1244.4278,479928.0019
plasma,0,114,1244.4278,479928.0019
plasma,0,115,1244.4278,479928.0019
plasma,0,116,1244.4278,479928.0019
plasma,0,117,1244.4278,479928.0019
plasma,0,118,1244.4278,479928.0019
plasma,0,119,1244.4278,479928.0019
plasma,0,120,1244.4278,479928.0019
plasma,0,121,1244.4278,479928.0019
plasma,0,122,1244.4278,479928.0019
plasma,0,123,1244.4278,479928.0019
plasma,0,124,1244.4278,479928.0019
plasma,0,125,1244.4278,479928.0019
plasma,0,126,1244.4278,479928.0019
plasma,0,127,1244.4278,479928.0019
plasma,0,128,1244.4278,479928.0019
plasma,0,129,1244.4278,479928.0019
plasma,0,130,1244.4278,479928.0019
plasma,0,131,1244.4278,479928.0019
plasma,0,132,1244.4278,479928.0019
plasma,0,133,1244.4278,479928.0019
plasma,0,134,1244.4278,479928.0019
plasma,0,135,1244.4278,479928.0019
plasma,0,136,1244.4278,479928.0019
plasma,0,137,1244.4278,479928.0019
plasma,0,138,1244.4278,479928.0019
plasma,0,139,1244.4278,479928.0019
plasma,0,140,1244.4278,479928.0019
plasma,0,141,1244.4278,479928.0019
plasma,0,142,1244.4278,479928.0019
plasma,0,143,1244.4278,479928.0019
plasma,0,144,1244.4278,479928.0019
plasma,0,145,1244.4278,479928.0019
plasma,0,146,1244.4278,479928.0019
plasma,0,147,1244.4278,479928.0019
plasma,0,148,1244.4278,479928.0019
plasma,0,149,1244.4278,479928.0019
plasma,0,150,1244.4278,479928.0019
plasma,0,151,1244.4278,479928.0019
plasma,0,152,1244.4278,479928.0019
plasma,0,153,1244.4278,479928.0019
plasma,0,154,1244.4278,479928.0019
plasma,0,155,1244.4278,479928.0019
plasma,0,156,1244.4278,479928.0019
plasma,0,157,1244.4278,479928.0019
plasma,0,158,1244.4278,479928.0019
plasma,0,159,1244.4278,479928.0019
plasma,0,160,1244.4278,479928.0019
plasma,0,161,1244.4278,479928.0019
plasma,0,162,1244.4278,479928.0019
plasma,0,163,1244.4278,479928.0019
plasma,0,164,1244.4278,479928.0019
plasma,0,165,1244.4278,479928.0019
plasma,0,166,1244.4278,479928.0019
plasma,0,167,1244.4278,479928.0019
plasma,0,168,1244.4278,479928.0019
plasma,0,169,1244.4278,479928.0019
plasma,0,170,1244.4278,479928.0019
plasma,0,171,1244.4278,479928.0019
plasma,0,172,1244.4278,479928.0019
plasma,0,173,1244.4278,479928.0019
plasma,0,174,1244.4278,479928.0019
plasma,0,175,1244.4278,479928.0019
plasma,0,176,1244.4278,479928.0019
plasma,0,177,1244.4278,479928.0019
plasma,0,178,1244.4278,479928.0019
plasma,0,179,1244.4278,479928.0019
plasma,1,0,1243.4132,479634.5206
plasma,1,1,1243.4132,479634.5206
plasma,1,2,1243.4132,479634.5206
plasma,1,3,1243.4132,479634.5206
plasma,1,4,1243.4132,479634.5206
plasma,1,5,1243.4132,479634.5206
plasma,1,6,1243.4132,479634.5206
plasma,1,7,1243.4132,479634.5206
plasma,1,8,1243.4132,479634.5206
plasma,1,9,1243.4132,479634.5206
plasma,1,10,1243.4132,479634.5206
plasma,1,11,1243.4132,479634.5206
plasma,1,12,1243.4132,479634.5206
plasma,1,13,1243.4132,479634.5206
plasma,1,14,1243.4132,479634.5206
plasma,1,15,1243.4132,479634.5206
plasma,1,16,1243.4132,479634.5206
plasma,1,17,1243.4132,479634.5206
plasma,1,18,1243.4132,479634.5206
plasma,1,19,1243.4132,479634.5206
plasma,1,20,1243.4132,479634.5206
plasma,1,21,1243.4132,479634.5206
plasma,1,22,1243.4132,479634.5206
plasma,1,23,1243.4132,479634.5206
plasma,1,24,1243.4132,479634.5206
plasma,1,25,1243.4132,479634.5206
plasma,1,26,1243.4132,479634.5206
plasma,1,27,1243.4132,479634.5206
plasma,1,28,1243.4132,479634.5206
plasma,1,29,1243.4132,479634.5206
plasma,1,30,1243.4132,479634.5206
plasma,1,31,1243.4132,479634.5206
plasma,1,32,1243.4132,479634.5206
plasma,1,33,1243.4132,479634.5206
plasma,1,34,1243.4132,479634.5206
plasma,1,35,1243.4132,479634.5206
plasma,1,36,1243.4132,479634.5206
plasma,1,37,1243.4132,479634.5206
plasma,1,38,1243.4132,479634.5206
plasma,1,39,1243.4132,479634.5206
plasma,1,40,1243.4132,479634.5206
plasma,1,41,1243.4132,479634.5206
plasma,1,42,1243.4132,479634.5206
plasma,1,43,1243.4132,479634.5206
plasma,1,44,1243.4132,479634.5206
plasma,1,45,1243.4132,479634.5206
plasma,1,46,1243.4132,479634.5206
plasma,1,47,1243.4132,479634.5206
plasma,1,48,1243.4132,479634.5206
plasma,1,49,1243.4132,479634.5206
plasma,1,50,1243.4132,479634.5206
plasma,1,51,1243.4132,479634.5206
plasma,1,52,1243.4132,479634.5206
plasma,1,53,1243.4132,479634.5206
plasma,1,54,1243.4132,479634.5206
plasma,1,55,1243.4132,479634.5206
plasma,1,56,1243.4132,479634.5206
plasma,1,57,1243.4132,479634.5206
plasma,1,58,1243.4132,479634.5206
plasma,1,59,1243.4132,479634.5206
plasma,1,60,1243.4132,479634.5206
plasma,1,61,1243.4132,479634.5206
plasma,1,62,1243.4132,479634.5206
plasma,1,63,1243.4132,479634.5206
plasma,1,64,1243.4132,479634.5206
plasma,1,65,1243.4132,479634.5206
plasma,1,66,1243.4132,479634.5206
plasma,1,67,1243.4132,479634.5206
plasma,1,68,1243.4132,479634.5206
plasma,1,69,1243.4132,479634.5206
plasma,1,70,1243.4132,479634.5206
plasma,1,71,1243.4132,479634.5206
plasma,1,72,1243.4132,479634.5206
plasma,1,73,1243.4132,479634.5206
plasma,1,74,1243.4132,479634.5206
plasma,1,75,1243.4132,479634.5206
plasma,1,76,1243.4132,479634.5206
plasma,1,77,1243.4132,479634.5206
plasma,1,78,1243.4132,479634.5206
plasma,1,79,1243.4132,479634.5206
plasma,1,80,1243.4132,479634.5206
plasma,1,81,1243.4132,479634.5206
plasma,1,82,1243.4132,479634.5206
plasma,1,83,1243.4132,479634.5206
plasma,1,84,1243.4132,479634.5206
plasma,1,85,1243.4132,479634.5206
plasma,1,86,1243.4132,479634.5206
plasma,1,87,1243.4132,479634.5206
plasma,1,88,1243.4132,479634.5206
plasma,1,89,1243.4132,479634.5206
plasma,1,90,1243.4132,479634.5206
plasma,1,91,1243.4132,479634.5206
plasma,1,92,1243.4132,479634.5206
plasma,1,93,1243.4132,479634.5206
plasma,1,94,1243.4132,479634.5206
plasma,1,95,1243.4132,479634.5206
plasma,1,96,1243.4132,479634.5206
plasma,1,97,1243.4132,479634.5206
plasma,1,98,1243.4132,479634.5206
plasma,1,99,1243.4132,479634.5206
plasma,1,100,1243.4132,479634.5206
plasma,1,101,1243.4132,479634.5206
plasma,1,102,1243.4132,479634.5206
plasma,1,103,1243.4132,479634.5206
plasma,1,104,1243.4132,479634.5206
plasma,1,105,1243.4132,479634.5206
plasma,1,106,1243.4132,479634.5206
plasma,1,107,1243.4132,479634.5206
plasma,1,108,1243.4132,479634.5206
plasma,1,109,1243.4132,479634.5206
plasma,1,110,1243.4132,479634.5206
plasma,1,111,1243.4132,479634.5206
plasma,1,112,1243.4132,479634.5206
plasma,1,113,1243.4132,479634.5206
plasma,1,114,1243.4132,479634.5206
plasma,1,115,1243.4132,479634.5206
plasma,1,116,1243.4132,479634.5206
plasma,1,117,1243.4132,479634.5206
plasma,1,118,1243.4132,479634.5206
plasma,1,119,1243.4132,479634.5206
plasma,1,120,1243.4132,479634.5206
plasma,1,121,1243.4132,479634.5206
plasma,1,122,1243.4132,479634.5206
plasma,1,123,1243.4132,479634.5206
plasma,1,124,1243.4132,479634.5206
plasma,1,125,1243.4132,479634.5206
plasma,1,126,1243.4132,479634.5206
plasma,1,127,1243.4132,479634.5206
plasma,1,128,1243.4132,479634.5206
plasma,1,129,1243.4132,479634.5206
plasma,1,130,1243.4132,479634.5206
plasma,1,131,1243.4132,479634.5206
plasma,1,132,1243.4132,479634.5206
plasma,1,133,1243.4132,479634.5206
plasma,1,134,1243.4132,479634.5206
plasma,1,135,1243.4132,479634.5206
plasma,1,136,1243.4132,479634.5206
plasma,1,137,1243.4132,479634.5206
plasma,1,138,1243.4132,479634.5206
plasma,1,139,1243.4132,479634.5206
plasma,1,140,1243.4132,479634.5206
plasma,1,141,1243.4132,479634.5206
plasma,1,142,1243.4132,479634.5206
plasma,1,143,1243.4132,479634.5206
plasma,1,144,1243.4132,479634.5206
plasma,1,145,1243.4132,479634.5206
plasma,1,146,1243.4132,479634.5206
plasma,1,147,1243.4132,479634.5206
plasma,1,148,1243.4132,479634.5206
plasma,1,149,1243.4132,479634.5206
plasma,1,150,1243.4132,479634.5206
plasma,1,151,1243.4132,479634.5206
plasma,1,152,1243.4132,479634.5206
plasma,1,153,1243.4132,479634.5206
plasma,1,154,1243.4132,479634.5206
plasma,1,155,1243.4132,479634.5206
plasma,1,156,1243.4132,479634.5206
plasma,1,157,1243.4132,479634.5206
plasma,1,158,1243.4132,479634.5206
plasma,1,159,1243.4132,479634.5206
plasma,1,160,1243.4132,479634.5206
plasma,1,161,1243.4132,479634.5206
plasma,1,162,1243.4132,479634.5206
plasma,1,163,1243.4132,479634.5206
plasma,1,164,1243.4132,479634.5206
plasma,1,165,1243.4132,479634.5206
plasma,1,166,1243.4132,479634.5206
plasma,1,167,1243.4132,479634.5206
plasma,1,168,1243.4132,479634.5206
plasma,1,169,1243.4132,479634.5206
plasma,1,170,1243.4132,479634.5206
plasma,1,171,1243.4132,479634.5206
plasma,1,172,1243.4132,479634.5206
plasma,1,173,1243.4132,479634.5206
plasma,1,174,1243.4132,479634.5206
plasma,1,175,1243.4132,479634.5206
plasma,1,176,1243.4132,479634.5206
plasma,1,177,1243.4132,479634.5206
plasma,1,178,1243.4132,479634.5206
plasma,1,179,1243.4132,479634.5206
plasma,2,0,1241.6181,479115.0799
plasma,2,1,1241.6181,479115.0799
plasma,2,2,1241.6181,479115.0799
plasma,2,3,1241.6181,479115.0799
plasma,2,4,1241.6181,479115.0799
plasma,2,5,1241.6181,479115.0799
plasma,2,6,1241.6181,479115.0799
plasma,2,7,1241.6181,479115.0799
plasma,2,8,1241.6181,479115.0799
plasma,2,9,1241.6181,479115.0799
plasma,2,10,1241.6181,479115.0799
plasma,2,11,1241.6181,479115.0799
plasma,2,12,1241.6181,479115.0799
plasma,2,13,1241.6181,479115.0799
plasma,2,14,1241.6181,479115.0799
plasma,2,15,1241.6181,479115.0799
plasma,2,16,1241.6181,479115.0799
plasma,2,17,1241.6181,479115.0799
plasma,2,18,1241.6181,479115.0799
plasma,2,19,1241.6181,479115.0799
plasma,2,20,1241.6181,479115.0799
plasma,2,21,1241.6181,479115.0799
plasma,2,22,1241.6181,479115.0799
plasma,2,23,1241.6181,479115.0799
plasma,2,24,1241.6181,479115.0799
plasma,2,25,1241.6181,479115.0799
plasma,2,26,1241.6181,479115.0799
plasma,2,27,1241.6181,479115.0799
plasma,2,28,1241.6181,479115.0799
plasma,2,29,1241.6181,479115.0799
plasma,2,30,1241.6181,479115.0799
plasma,2,31,1241.6181,479115.0799
plasma,2,32,1241.6181,479115.0799
plasma,2,33,1241.6181,479115.0799
plasma,2,34,1241.6181,479115.0799
plasma,2,35,1241.6181,479115.0799
plasma,2,36,1241.6181,479115.0799
plasma,2,37,1241.6181,479115.0799
plasma,2,38,1241.6181,479115.0799
plasma,2,39,1241.6181,479115.0799
plasma,2,40,1241.6181,479115.0799
plasma,2,41,1241.6181,479115.0799
plasma,2,42,1241.6181,479115.0799
plasma,2,43,1241.6181,479115.0799
plasma,2,44,1241.6181,479115.0799
plasma,2,45,1241.6181,479115.0799
plasma,2,46,1241.6181,479115.0799
plasma,2,47,1241.6181,479115.0799
plasma,2,48,1241.6181,479115.0799
plasma,2,49,1241.6181,479115.0799
plasma,2,50,1241.6181,479115.0799
plasma,2,51,1241.6181,479115.0799
plasma,2,52,1241.6181,479115.0799
plasma,2,53,1241.6181,479115.0799
plasma,2,54,1241.6181,479115.0799
plasma,2,55,1241.6181,479115.0799
plasma,2,56,1241.6181,479115.0799
plasma,2,57,1241.6181,479115.0799
plasma,2,58,1241.6181,479115.0799
plasma,2,59,1241.6181,479115.0799
plasma,2,60,1241.6181,479115.0799
plasma,2,61,1241.6181,479115.0799
plasma,2,62,1241.6181,479115.0799
plasma,2,63,1241.6181,479115.0799
plasma,2,64,1241.6181,479115.0799
plasma,2,65,1241.6181,479115.0799
plasma,2,66,1241.6181,479115.0799
plasma,2,67,1241.6181,479115.0799
plasma,2,68,1241.6181,479115.0799
plasma,2,69,1241.6181,479115.0799
plasma,2,70,1241.6181,479115.0799
plasma,2,71,1241.6181,479115.0799
plasma,2,72,1241.6181,479115.0799
plasma,2,73,1241.6181,479115.0799
plasma,2,74,1241.6181,479115.0799
plasma,2,75,1241.6181,479115.0799
plasma,2,76,1241.6181,479115.0799
plasma,2,77,1241.6181,479115.0799
plasma,2,78,1241.6181,479115.0799
plasma,2,79,1241.6181,479115.0799
plasma,2,80,1241.6181,479115.0799
plasma,2,81,1241.6181,479115.0799
plasma,2,82,1241.6181,479115.0799
plasma,2,83,1241.6181,479115.0799
plasma,2,84,1241.6181,479115.0799
plasma,2,85,1241.6181,479115.0799
plasma,2,86,1241.6181,479115.0799
plasma,2,87,1241.6181,479115.0799
plasma,2,88,1241.6181,479115.0799
plasma,2,89,1241.6181,479115.0799
plasma,2,90,1241.6181,479115.0799
plasma,2,91,1241.6181,479115.0799
plasma,2,92,1241.6181,479115.0799
plasma,2,93,1241.6181,479115.0799
plasma,2,94,1241.6181,479115.0799
plasma,2,95,1241.6181,479115.0799
plasma,2,96,1241.6181,479115.0799
plasma,2,97,1241.6181,479115.0799
plasma,2,98,1241.6181,479115.0799
plasma,2,99,1241.6181,479115.0799
plasma,2,100,1241.6181,479115.0799
plasma,2,101,1241.6181,479115.0799
plasma,2,102,1241.6181,479115.0799
plasma,2,103,1241.6181,479115.0799
plasma,2,104,1241.6181,479115.0799
plasma,2,105,1241.6181,479115.0799
plasma,2,106,1241.6181,479115.0799
plasma,2,107,1241.6181,479115.0799
plasma,2,108,1241.6181,479115.0799
plasma,2,109,1241.6181,479115.0799
plasma,2,110,1241.6181,479115.0799
plasma,2,111,1241.6181,479115.0799
plasma,2,112,1241.6181,479115.0799
plasma,2,113,1241.6181,479115.0799
plasma,2,114,1241.6181,479115.0799
plasma,2,115,1241.6181,479115.0799
plasma,2,116,1241.6181,479115.0799
plasma,2,117,1241.6181,479115.0799
plasma,2,118,1241.6181,479115.0799
plasma,2,119,1241.6181,479115.0799
plasma,2,120,1241.6181,479115.0799
plasma,2,121,1241.6181,479115.0799
plasma,2,122,1241.6181,479115.0799
plasma,2,123,1241.6181,479115.0799
plasma,2,124,1241.6181,479115.0799
plasma,2,125,1241.6181,479115.0799
plasma,2,126,1241.6181,479115.0799
plasma,2,127,1241.6181,479115.0799
plasma,2,128,1241.6181,479115.0799
plasma,2,129,1241.6181,479115.0799
plasma,2,130,1241.6181,479115.0799
plasma,2,131,1241.6181,479115.0799
plasma,2,132,1241.6181,479115.0799
plasma,2,133,1241.6181,479115.0799
plasma,2,134,1241.6181,479115.0799
plasma,2,135,1241.6181,479115.0799
plasma,2,136,1241.6181,479115.0799
plasma,2,137,1241.6181,479115.0799
plasma,2,138,1241.6181,479115.0799
plasma,2,139,1241.6181,479115.0799
plasma,2,140,1241.6181,479115.0799
plasma,2,141,1241.6181,479115.0799
plasma,2,142,1241.6181,479115.0799
plasma,2,143,1241.6181,479115.0799
plasma,2,144,1241.6181,479115.0799
plasma,2,145,1241.6181,479115.0799
plasma,2,146,1241.6181,479115.0799
plasma,2,147,1241.6181,479115.0799
plasma,2,148,1241.6181,479115.0799
plasma,2,149,1241.6181,479115.0799
plasma,2,150,1241.6181,479115.0799
plasma,2,151,1241.6181,479115.0799
plasma,2,152,1241.6181,479115.0799
plasma,2,153,1241.6181,479115.0799
plasma,2,154,1241.6181,479115.0799
plasma,2,155,1241.6181,479115.0799
plasma,2,156,1241.6181,479115.0799
plasma,2,157,1241.6181,479115.0799
plasma,2,158,1241.6181,479115.0799
plasma,2,159,1241.6181,479115.0799
plasma,2,160,1241.6181,479115.0799
plasma,2,161,1241.6181,479115.0799
plasma,2,162,1241.6181,479115.0799
plasma,2,163,1241.6181,479115.0799
plasma,2,164,1241.6181,479115.0799
plasma,2,165,1241.6181,479115.0799
plasma,2,166,1241.6181,479115.0799
plasma,2,167,1241.6181,479115.0799
plasma,2,168,1241.6181,479115.0799
plasma,2,169,1241.6181,479115.0799
plasma,2,170,1241.6181,479115.0799
plasma,2,171,1241.6181,479115.0799
plasma,2,172,1241.6181,479115.0799
plasma,2,173,1241.6181,479115.0799
plasma,2,174,1241.6181,479115.0799
plasma,2,175,1241.6181,479115.0799
plasma,2,176,1241.6181,479115.0799
plasma,2,177,1241.6181,479115.0799
plasma,2,178,1241.6181,479115.0799
plasma,2,179,1241.6181,479115.0799
plasma,3,0,1239.0440,478369.9250
plasma,3,1,1239.0440,478369.9250
plasma,3,2,1239.0440,478369.9250
plasma,3,3,1239.0440,478369.9250
plasma,3,4,1239.0440,478369.9250
plasma,3,5,1239.0440,478369.9250
plasma,3,6,1239.0440,478369.9250
plasma,3,7,1239.0440,478369.9250
plasma,3,8,1239.0440,478369.9250
plasma,3,9,1239.0440,478369.9250
plasma,3,10,1239.0440,478369.9250
plasma,3,11,1239.0440,478369.9250
plasma,3,12,1239.0440,478369.9250
plasma,3,13,1239.0440,478369.9250
plasma,3,14,1239.0440,478369.9250
plasma,3,15,1239.0440,478369.9250
plasma,3,16,1239.0440,478369.9250
plasma,3,17,1239.0440,478369.9250
plasma,3,18,1239.0440,478369.9250
plasma,3,19,1239.0440,478369.9250
plasma,3,20,1239.0440,478369.9250
plasma,3,21,1239.0440,478369.9250
plasma,3,22,1239.0440,478369.9250
plasma,3,23,1239.0440,478369.9250
plasma,3,24,1239.0440,478369.9250
plasma,3,25,1239.0440,478369.9250
plasma,3,26,1239.0440,478369.9250
plasma,3,27,1239.0440,478369.9250
plasma,3,28,1239.0440,478369.9250
plasma,3,29,1239.0440,478369.9250
plasma,3,30,1239.0440,478369.9250
plasma,3,31,1239.0440,478369.9250
plasma,3,32,1239.0440,478369.9250
plasma,3,33,1239.0440,478369.9250
plasma,3,34,1239.0440,478369.9250
plasma,3,35,1239.0440,478369.9250
plasma,3,36,1239.0440,478369.9250
plasma,3,37,1239.0440,478369.9250
plasma,3,38,1239.0440,478369.9250
plasma,3,39,1239.0440,478369.9250
plasma,3,40,1239.0440,478369.9250
plasma,3,41,1239.0440,478369.9250
plasma,3,42,1239.0440,478369.9250
plasma,3,43,1239.0440,478369.9250
plasma,3,44,1239.0440,478369.9250
plasma,3,45,1239.0440,478369.9250
plasma,3,46,1239.0440,478369.9250
plasma,3,47,1239.0440,478369.9250
plasma,3,48,1239.0440,478369.9250
plasma,3,49,1239.0440,478369.9250
plasma,3,50,1239.0440,478369.9250
plasma,3,51,1239.0440,478369.9250
plasma,3,52,1239.0440,478369.9250
plasma,3,53,1239.0440,478369.9250
plasma,3,54,1239.0440,478369.9250
plasma,3,55,1239.0440,478369.9250
plasma,3,56,1239.0440,478369.9250
plasma,3,57,1239.0440,478369.9250
plasma,3,58,1239.0440,478369.9250
plasma,3,59,1239.0440,478369.9250
plasma,3,60,1239.0440,478369.9250
plasma,3,61,1239.0440,478369.9250
plasma,3,62,1239.0440,478369.9250
plasma,3,63,1239.0440,478369.9250
plasma,3,64,1239.0440,478369.9250
plasma,3,65,1239.0440,478369.9250
plasma,3,66,1239.0440,478369.9250
plasma,3,67,1239.0440,478369.9250
plasma,3,68,1239.0440,478369.9250
plasma,3,69,1239.0440,478369.9250
plasma,3,70,1239.0440,478369.9250
plasma,3,71,1239.0440,478369.9250
plasma,3,72,1239.0440,478369.9250
plasma,3,73,1239.0440,478369.9250
plasma,3,74,1239.0440,478369.9250
plasma,3,75,1239.0440,478369.9250
plasma,3,76,1239.0440,478369.9250
plasma,3,77,1239.0440,478369.9250
plasma,3,78,1239.0440,478369.9250
plasma,3,79,1239.0440,478369.9250
plasma,3,80,1239.0440,478369.9250
plasma,3,81,1239.0440,478369.9250
plasma,3,82,1239.0440,478369.9250
plasma,3,83,1239.0440,478369.9250
plasma,3,84,1239.0440,478369.9250
plasma,3,85,1239.0440,478369.9250
plasma,3,86,1239.0440,478369.9250
plasma,3,87,1239.0440,478369.9250
plasma,3,88,1239.0440,478369.9250
plasma,3,89,1239.0440,478369.9250
plasma,3,90,1239.0440,478369.9250
plasma,3,91,1239.0440,478369.9250
plasma,3,92,1239.0440,478369.9250
plasma,3,93,1239.0440,478369.9250
plasma,3,94,1239.0440,478369.9250
plasma,3,95,1239.0440,478369.9250
plasma,3,96,1239.0440,478369.9250
plasma,3,97,1239.0440,478369.9250
plasma,3,98,1239.0440,478369.9250
plasma,3,99,1239.0440,478369.9250
plasma,3,100,1239.0440,478369.9250
plasma,3,101,1239.0440,478369.9250
plasma,3,102,1239.0440,478369.9250
plasma,3,103,1239.0440,478369.9250
plasma,3,104,1239.0440,478369.9250
plasma,3,105,1239.0440,478369.9250
plasma,3,106,1239.0440,478369.9250
plasma,3,107,1239.0440,478369.9250
plasma,3,108,1239.0440,478369.9250
plasma,3,109,1239.0440,478369.9250
plasma,3,110,1239.0440,478369.9250
plasma,3,111,1239.0440,478369.9250
plasma,3,112,1239.0440,478369.9250
plasma,3,113,1239.0440,478369.9250
plasma,3,114,1239.0440,478369.9250
plasma,3,115,1239.0440,478369.9250
plasma,3,116,1239.0440,478369.9250
plasma,3,117,1239.0440,478369.9250
plasma,3,118,1239.0440,478369.9250
plasma,3,119,1239.0440,478369.9250
plasma,3,120,1239.0440,478369.9250
plasma,3,121,1239.0440,478369.9250
plasma,3,122,1239.0440,478369.9250
plasma,3,123,1239.0440,478369.9250
plasma,3,124,1239.0440,478369.9250
plasma,3,125,1239.0440,478369.9250
plasma,3,126,1239.0440,478369.9250
plasma,3,127,1239.0440,478369.9250
plasma,3,128,1239.0440,478369.9250
plasma,3,129,1239.0440,478369.9250
plasma,3,130,1239.0440,478369.9250
plasma,3,131,1239.0440,478369.9250
plasma,3,132,1239.0440,478369.9250
plasma,3,133,1239.0440,478369.9250
plasma,3,134,1239.0440,478369.9250
plasma,3,135,1239.0440,478369.9250
plasma,3,136,1239.0440,478369.9250
plasma,3,137,1239.0440,478369.9250
plasma,3,138,1239.0440,478369.9250
plasma,3,139,1239.0440,478369.9250
plasma,3,140,1239.0440,478369.9250
plasma,3,141,1239.0440,478369.9250
plasma,3,142,1239.0440,478369.9250
plasma,3,143,1239.0440,478369.9250
plasma,3,144,1239.0440,478369.9250
plasma,3,145,1239.0440,478369.9250
plasma,3,146,1239.0440,478369.9250
plasma,3,147,1239.0440,478369.9250
plasma,3,148,1239.0440,478369.9250
plasma,3,149,1239.0440,478369.9250
plasma,3,150,1239.0440,478369.9250
plasma,3,151,1239.0440,478369.9250
plasma,3,152,1239.0440,478369.9250
plasma,3,153,1239.0440,478369.9250
plasma,3,154,1239.0440,478369.9250
plasma,3,155,1239.0440,478369.9250
plasma,3,156,1239.0440,478369.9250
plasma,3,157,1239.0440,478369.9250
