domain,i,j,value1,value2
plasma,0,104,5577.1384,839874.0033
plasma,0,105,5577.1384,839874.0033
plasma,0,106,5577.1384,839874.0033
plasma,0,107,5577.1384,839874.0033
plasma,0,108,5577.1384,839874.0033
plasma,0,109,5577.1384,839874.0033
plasma,0,110,5577.1384,839874.0033
plasma,0,111,5577.1384,839874.0033
plasma,0,112,5577.1384,839874.0033
plasma,0,113,5577.1384,839874.0033
plasma,0,114,5577.1384,839874.0033
plasma,0,115,5577.1384,839874.0033
plasma,0,116,5577.1384,839874.0033
plasma,0,117,5577.1384,839874.0033
plasma,0,118,5577.1384,839874.0033
plasma,0,119,5577.1384,839874.0033
plasma,0,120,5577.1384,839874.0033
plasma,0,121,5577.1384,839874.0033
plasma,0,122,5577.1384,839874.0033
plasma,0,123,5577.1384,839874.0033
plasma,0,124,5577.1384,839874.0033
plasma,0,125,5577.1384,839874.0033
plasma,0,126,5577.1384,839874.0033
plasma,0,127,5577.1384,839874.0033
plasma,0,128,5577.1384,839874.0033
plasma,0,129,5577.1384,839874.0033
plasma,0,130,5577.1384,839874.0033
plasma,0,131,5577.1384,839874.0033
plasma,0,132,5577.1384,839874.0033
plasma,0,133,5577.1384,839874.0033
plasma,0,134,5577.1384,839874.0033
plasma,0,135,5577.1384,839874.0033
plasma,0,136,5577.1384,839874.0033
plasma,0,137,5577.1384,839874.0033
plasma,0,138,5577.1384,839874.0033
plasma,0,139,5577.1384,839874.0033
plasma,0,140,5577.1384,839874.0033
plasma,0,141,5577.1384,839874.0033
plasma,0,142,5577.1384,839874.0033
plasma,0,143,5577.1384,839874.0033
plasma,0,144,5577.1384,839874.0033
plasma,0,145,5577.1384,839874.0033
plasma,0,146,5577.1384,839874.0033
plasma,0,147,5577.1384,839874.0033
plasma,0,148,5577.1384,839874.0033
plasma,0,149,5577.1384,839874.0033
plasma,0,150,5577.1384,839874.0033
plasma,0,151,5577.1384,839874.0033
plasma,0,152,5577.1384,839874.0033
plasma,0,153,5577.1384,839874.0033
plasma,0,154,5577.1384,839874.0033
plasma,0,155,5577.1384,839874.0033
plasma,0,156,5577.1384,839874.0033
plasma,0,157,5577.1384,839874.0033
plasma,0,158,5577.1384,839874.0033
plasma,0,159,5577.1384,839874.0033
plasma,0,160,5577.1384,839874.0033
plasma,0,161,5577.1384,839874.0033
plasma,0,162,5577.1384,839874.0033
plasma,0,163,5577.1384,839874.0033
plasma,0,164,5577.1384,839874.0033
plasma,0,165,5577.1384,839874.0033
plasma,0,166,5577.1384,839874.0033
plasma,0,167,5577.1384,839874.0033
plasma,0,168,5577.1384,839874.0033
plasma,0,169,5577.1384,839874.0033
plasma,0,170,5577.1384,839874.0033
plasma,0,171,5577.1384,839874.0033
plasma,0,172,5577.1384,839874.0033
plasma,0,173,5577.1384,839874.0033
plasma,0,174,5577.1384,839874.0033
plasma,0,175,5577.1384,839874.0033
plasma,0,176,5577.1384,839874.0033
plasma,0,177,5577.1384,839874.0033
plasma,0,178,5577.1384,839874.0033
plasma,0,179,5577.1384,839874.0033
plasma,1,0,5572.5916,839360.4109
plasma,1,1,5572.5916,839360.4109
plasma,1,2,5572.5916,839360.4109
plasma,1,3,5572.5916,839360.4109
plasma,1,4,5572.5916,839360.4109
plasma,1,5,5572.5916,839360.4109
plasma,1,6,5572.5916,839360.4109
plasma,1,7,5572.5916,839360.4109
plasma,1,8,5572.5916,839360.4109
plasma,1,9,5572.5916,839360.4109
plasma,1,10,5572.5916,839360.4109
plasma,1,11,5572.5916,839360.4109
plasma,1,12,5572.5916,839360.4109
plasma,1,13,5572.5916,839360.4109
plasma,1,14,5572.5916,839360.4109
plasma,1,15,5572.5916,839360.4109
plasma,1,16,5572.5916,839360.4109
plasma,1,17,5572.5916,839360.4109
plasma,1,18,5572.5916,839360.4109
plasma,1,19,5572.5916,839360.4109
plasma,1,20,5572.5916,839360.4109
plasma,1,21,5572.5916,839360.4109
plasma,1,22,5572.5916,839360.4109
plasma,1,23,5572.5916,839360.4109
plasma,1,24,5572.5916,839360.4109
plasma,1,25,5572.5916,839360.4109
plasma,1,26,5572.5916,839360.4109
plasma,1,27,5572.5916,839360.4109
plasma,1,28,5572.5916,839360.4109
plasma,1,29,5572.5916,839360.4109
plasma,1,30,5572.5916,839360.4109
plasma,1,31,5572.5916,839360.4109
plasma,1,32,5572.5916,839360.4109
plasma,1,33,5572.5916,839360.4109
plasma,1,34,5572.5916,839360.4109
plasma,1,35,5572.5916,839360.4109
plasma,1,36,5572.5916,839360.4109
plasma,1,37,5572.5916,839360.4109
plasma,1,38,5572.5916,839360.4109
plasma,1,39,5572.5916,839360.4109
plasma,1,40,5572.5916,839360.4109
plasma,1,41,5572.5916,839360.4109
plasma,1,42,5572.5916,839360.4109
plasma,1,43,5572.5916,839360.4109
plasma,1,44,5572.5916,839360.4109
plasma,1,45,5572.5916,839360.4109
plasma,1,46,5572.5916,839360.4109
plasma,1,47,5572.5916,839360.4109
plasma,1,48,5572.5916,839360.4109
plasma,1,49,5572.5916,839360.4109
plasma,1,50,5572.5916,839360.4109
plasma,1,51,5572.5916,839360.4109
plasma,1,52,5572.5916,839360.4109
plasma,1,53,5572.5916,839360.4109
plasma,1,54,5572.5916,839360.4109
plasma,1,55,5572.5916,839360.4109
plasma,1,56,5572.5916,839360.4109
plasma,1,57,5572.5916,839360.4109
plasma,1,58,5572.5916,839360.4109
plasma,1,59,5572.5916,839360.4109
plasma,1,60,5572.5916,839360.4109
plasma,1,61,5572.5916,839360.4109
plasma,1,62,5572.5916,839360.4109
plasma,1,63,5572.5916,839360.4109
plasma,1,64,5572.5916,839360.4109
plasma,1,65,5572.5916,839360.4109
plasma,1,66,5572.5916,839360.4109
plasma,1,67,5572.5916,839360.4109
plasma,1,68,5572.5916,839360.4109
plasma,1,69,5572.5916,839360.4109
plasma,1,70,5572.5916,839360.4109
plasma,1,71,5572.5916,839360.4109
plasma,1,72,5572.5916,839360.4109
plasma,1,73,5572.5916,839360.4109
plasma,1,74,5572.5916,839360.4109
plasma,1,75,5572.5916,839360.4109
plasma,1,76,5572.5916,839360.4109
plasma,1,77,5572.5916,839360.4109
plasma,1,78,5572.5916,839360.4109
plasma,1,79,5572.5916,839360.4109
plasma,1,80,5572.5916,839360.4109
plasma,1,81,5572.5916,839360.4109
plasma,1,82,5572.5916,839360.4109
plasma,1,83,5572.5916,839360.4109
plasma,1,84,5572.5916,839360.4109
plasma,1,85,5572.5916,839360.4109
plasma,1,86,5572.5916,839360.4109
plasma,1,87,5572.5916,839360.4109
plasma,1,88,5572.5916,839360.4109
plasma,1,89,5572.5916,839360.4109
plasma,1,90,5572.5916,839360.4109
plasma,1,91,5572.5916,839360.4109
plasma,1,92,5572.5916,839360.4109
plasma,1,93,5572.5916,839360.4109
plasma,1,94,5572.5916,839360.4109
plasma,1,95,5572.5916,839360.4109
plasma,1,96,5572.5916,839360.4109
plasma,1,97,5572.5916,839360.4109
plasma,1,98,5572.5916,839360.4109
plasma,1,99,5572.5916,839360.4109
plasma,1,100,5572.5916,839360.4109
plasma,1,101,5572.5916,839360.4109
plasma,1,102,5572.5916,839360.4109
plasma,1,103,5572.5916,839360.4109
plasma,1,104,5572.5916,839360.4109
plasma,1,105,5572.5916,839360.4109
plasma,1,106,5572.5916,839360.4109
plasma,1,107,5572.5916,839360.4109
plasma,1,108,5572.5916,839360.4109
plasma,1,109,5572.5916,839360.4109
plasma,1,110,5572.5916,839360.4109
plasma,1,111,5572.5916,839360.4109
plasma,1,112,5572.5916,839360.4109
plasma,1,113,5572.5916,839360.4109
plasma,1,114,5572.5916,839360.4109
plasma,1,115,5572.5916,839360.4109
plasma,1,116,5572.5916,839360.4109
plasma,1,117,5572.5916,839360.4109
plasma,1,118,5572.5916,839360.4109
plasma,1,119,5572.5916,839360.4109
plasma,1,120,5572.5916,839360.4109
plasma,1,121,5572.5916,839360.4109
plasma,1,122,5572.5916,839360.4109
plasma,1,123,5572.5916,839360.4109
plasma,1,124,5572.5916,839360.4109
plasma,1,125,5572.5916,839360.4109
plasma,1,126,5572.5916,839360.4109
plasma,1,127,5572.5916,839360.4109
plasma,1,128,5572.5916,839360.4109
plasma,1,129,5572.5916,839360.4109
plasma,1,130,5572.5916,839360.4109
plasma,1,131,5572.5916,839360.4109
plasma,1,132,5572.5916,839360.4109
plasma,1,133,5572.5916,839360.4109
plasma,1,134,5572.5916,839360.4109
plasma,1,135,5572.5916,839360.4109
plasma,1,136,5572.5916,839360.4109
plasma,1,137,5572.5916,839360.4109
plasma,1,138,5572.5916,839360.4109
plasma,1,139,5572.5916,839360.4109
plasma,1,140,5572.5916,839360.4109
plasma,1,141,5572.5916,839360.4109
plasma,1,142,5572.5916,839360.4109
plasma,1,143,5572.5916,839360.4109
plasma,1,144,5572.5916,839360.4109
plasma,1,145,5572.5916,839360.4109
plasma,1,146,5572.5916,839360.4109
plasma,1,147,5572.5916,839360.4109
plasma,1,148,5572.5916,839360.4109
plasma,1,149,5572.5916,839360.4109
plasma,1,150,5572.5916,839360.4109
plasma,1,151,5572.5916,839360.4109
plasma,1,152,5572.5916,839360.4109
plasma,1,153,5572.5916,839360.4109
plasma,1,154,5572.5916,839360.4109
plasma,1,155,5572.5916,839360.4109
plasma,1,156,5572.5916,839360.4109
plasma,1,157,5572.5916,839360.4109
plasma,1,158,5572.5916,839360.4109
plasma,1,159,5572.5916,839360.4109
plasma,1,160,5572.5916,839360.4109
plasma,1,161,5572.5916,839360.4109
plasma,1,162,5572.5916,839360.4109
plasma,1,163,5572.5916,839360.4109
plasma,1,164,5572.5916,839360.4109
plasma,1,165,5572.5916,839360.4109
plasma,1,166,5572.5916,839360.4109
plasma,1,167,5572.5916,839360.4109
plasma,1,168,5572.5916,839360.4109
plasma,1,169,5572.5916,839360.4109
plasma,1,170,5572.5916,839360.4109
plasma,1,171,5572.5916,839360.4109
plasma,1,172,5572.5916,839360.4109
plasma,1,173,5572.5916,839360.4109
plasma,1,174,5572.5916,839360.4109
plasma,1,175,5572.5916,839360.4109
plasma,1,176,5572.5916,839360.4109
plasma,1,177,5572.5916,839360.4109
plasma,1,178,5572.5916,839360.4109
plasma,1,179,5572.5916,839360.4109
plasma,2,0,5564.5462,838451.3894
plasma,2,1,5564.5462,838451.3894
plasma,2,2,5564.5462,838451.3894
plasma,2,3,5564.5462,838451.3894
plasma,2,4,5564.5462,838451.3894
plasma,2,5,5564.5462,838451.3894
plasma,2,6,5564.5462,838451.3894
plasma,2,7,5564.5462,838451.3894
plasma,2,8,5564.5462,838451.3894
plasma,2,9,5564.5462,838451.3894
plasma,2,10,5564.5462,838451.3894
plasma,2,11,5564.5462,838451.3894
plasma,2,12,5564.5462,838451.3894
plasma,2,13,5564.5462,838451.3894
plasma,2,14,5564.5462,838451.3894
plasma,2,15,5564.5462,838451.3894
plasma,2,16,5564.5462,838451.3894
plasma,2,17,5564.5462,838451.3894
plasma,2,18,5564.5462,838451.3894
plasma,2,19,5564.5462,838451.3894
plasma,2,20,5564.5462,838451.3894
plasma,2,21,5564.5462,838451.3894
plasma,2,22,5564.5462,838451.3894
plasma,2,23,5564.5462,838451.3894
plasma,2,24,5564.5462,838451.3894
plasma,2,25,5564.5462,838451.3894
plasma,2,26,5564.5462,838451.3894
plasma,2,27,5564.5462,838451.3894
plasma,2,28,5564.5462,838451.3894
plasma,2,29,5564.5462,838451.3894
plasma,2,30,5564.5462,838451.3894
plasma,2,31,5564.5462,838451.3894
plasma,2,32,5564.5462,838451.3894
plasma,2,33,5564.5462,838451.3894
plasma,2,34,5564.5462,838451.3894
plasma,2,35,5564.5462,838451.3894
plasma,2,36,5564.5462,838451.3894
plasma,2,37,5564.5462,838451.3894
plasma,2,38,5564.5462,838451.3894
plasma,2,39,5564.5462,838451.3894
plasma,2,40,5564.5462,838451.3894
plasma,2,41,5564.5462,838451.3894
plasma,2,42,5564.5462,838451.3894
plasma,2,43,5564.5462,838451.3894
plasma,2,44,5564.5462,838451.3894
plasma,2,45,5564.5462,838451.3894
plasma,2,46,5564.5462,838451.3894
plasma,2,47,5564.5462,838451.3894
plasma,2,48,5564.5462,838451.3894
plasma,2,49,5564.5462,838451.3894
plasma,2,50,5564.5462,838451.3894
plasma,2,51,5564.5462,838451.3894
plasma,2,52,5564.5462,838451.3894
plasma,2,53,5564.5462,838451.3894
plasma,2,54,5564.5462,838451.3894
plasma,2,55,5564.5462,838451.3894
plasma,2,56,5564.5462,838451.3894
plasma,2,57,5564.5462,838451.3894
plasma,2,58,5564.5462,838451.3894
plasma,2,59,5564.5462,838451.3894
plasma,2,60,5564.5462,838451.3894
plasma,2,61,5564.5462,838451.3894
plasma,2,62,5564.5462,838451.3894
plasma,2,63,5564.5462,838451.3894
plasma,2,64,5564.5462,838451.3894
plasma,2,65,5564.5462,838451.3894
plasma,2,66,5564.5462,838451.3894
plasma,2,67,5564.5462,838451.3894
plasma,2,68,5564.5462,838451.3894
plasma,2,69,5564.5462,838451.3894
plasma,2,70,5564.5462,838451.3894
plasma,2,71,5564.5462,838451.3894
plasma,2,72,5564.5462,838451.3894
plasma,2,73,5564.5462,838451.3894
plasma,2,74,5564.5462,838451.3894
plasma,2,75,5564.5462,838451.3894
plasma,2,76,5564.5462,838451.3894
plasma,2,77,5564.5462,838451.3894
plasma,2,78,5564.5462,838451.3894
plasma,2,79,5564.5462,838451.3894
plasma,2,80,5564.5462,838451.3894
plasma,2,81,5564.5462,838451.3894
plasma,2,82,5564.5462,838451.3894
plasma,2,83,5564.5462,838451.3894
plasma,2,84,5564.5462,838451.3894
plasma,2,85,5564.5462,838451.3894
plasma,2,86,5564.5462,838451.3894
plasma,2,87,5564.5462,838451.3894
plasma,2,88,5564.5462,838451.3894
plasma,2,89,5564.5462,838451.3894
plasma,2,90,5564.5462,838451.3894
plasma,2,91,5564.5462,838451.3894
plasma,2,92,5564.5462,838451.3894
plasma,2,93,5564.5462,838451.3894
plasma,2,94,5564.5462,838451.3894
plasma,2,95,5564.5462,838451.3894
plasma,2,96,5564.5462,838451.3894
plasma,2,97,5564.5462,838451.3894
plasma,2,98,5564.5462,838451.3894
plasma,2,99,5564.5462,838451.3894
plasma,2,100,5564.5462,838451.3894
plasma,2,101,5564.5462,838451.3894
plasma,2,102,5564.5462,838451.3894
plasma,2,103,5564.5462,838451.3894
plasma,2,104,5564.5462,838451.3894
plasma,2,105,5564.5462,838451.3894
plasma,2,106,5564.5462,838451.3894
plasma,2,107,5564.5462,838451.3894
plasma,2,108,5564.5462,838451.3894
plasma,2,109,5564.5462,838451.3894
plasma,2,110,5564.5462,838451.3894
plasma,2,111,5564.5462,838451.3894
plasma,2,112,5564.5462,838451.3894
plasma,2,113,5564.5462,838451.3894
plasma,2,114,5564.5462,838451.3894
plasma,2,115,5564.5462,838451.3894
plasma,2,116,5564.5462,838451.3894
plasma,2,117,5564.5462,838451.3894
plasma,2,118,5564.5462,838451.3894
plasma,2,119,5564.5462,838451.3894
plasma,2,120,5564.5462,838451.3894
plasma,2,121,5564.5462,838451.3894
plasma,2,122,5564.5462,838451.3894
plasma,2,123,5564.5462,838451.3894
plasma,2,124,5564.5462,838451.3894
plasma,2,125,5564.5462,838451.3894
plasma,2,126,5564.5462,838451.3894
plasma,2,127,5564.5462,838451.3894
plasma,2,128,5564.5462,838451.3894
plasma,2,129,5564.5462,838451.3894
plasma,2,130,5564.5462,838451.3894
plasma,2,131,5564.5462,838451.3894
plasma,2,132,5564.5462,838451.3894
plasma,2,133,5564.5462,838451.3894
plasma,2,134,5564.5462,838451.3894
plasma,2,135,5564.5462,838451.3894
plasma,2,136,5564.5462,838451.3894
plasma,2,137,5564.5462,838451.3894
plasma,2,138,5564.5462,838451.3894
plasma,2,139,5564.5462,838451.3894
plasma,2,140,5564.5462,838451.3894
plasma,2,141,5564.5462,838451.3894
plasma,2,142,5564.5462,838451.3894
plasma,2,143,5564.5462,838451.3894
plasma,2,144,5564.5462,838451.3894
plasma,2,145,5564.5462,838451.3894
plasma,2,146,5564.5462,838451.3894
plasma,2,147,5564.5462,838451.3894
plasma,2,148,5564.5462,838451.3894
plasma,2,149,5564.5462,838451.3894
plasma,2,150,5564.5462,838451.3894
plasma,2,151,5564.5462,838451.3894
plasma,2,152,5564.5462,838451.3894
plasma,2,153,5564.5462,838451.3894
plasma,2,154,5564.5462,838451.3894
plasma,2,155,5564.5462,838451.3894
plasma,2,156,5564.5462,838451.3894
plasma,2,157,5564.5462,838451.3894
plasma,2,158,5564.5462,838451.3894
plasma,2,159,5564.5462,838451.3894
plasma,2,160,5564.5462,838451.3894
plasma,2,161,5564.5462,838451.3894
plasma,2,162,5564.5462,838451.3894
plasma,2,163,5564.5462,838451.3894
plasma,2,164,5564.5462,838451.3894
plasma,2,165,5564.5462,838451.3894
plasma,2,166,5564.5462,838451.3894
plasma,2,167,5564.5462,838451.3894
plasma,2,168,5564.5462,838451.3894
plasma,2,169,5564.5462,838451.3894
plasma,2,170,5564.5462,838451.3894
plasma,2,171,5564.5462,838451.3894
plasma,2,172,5564.5462,838451.3894
plasma,2,173,5564.5462,838451.3894
plasma,2,174,5564.5462,838451.3894
plasma,2,175,5564.5462,838451.3894
plasma,2,176,5564.5462,838451.3894
plasma,2,177,5564.5462,838451.3894
plasma,2,178,5564.5462,838451.3894
plasma,2,179,5564.5462,838451.3894
plasma,3,0,5553.0100,837147.3678
plasma,3,1,5553.0100,837147.3678
plasma,3,2,5553.0100,837147.3678
plasma,3,3,5553.0100,837147.3678
plasma,3,4,5553.0100,837147.3678
plasma,3,5,5553.0100,837147.3678
plasma,3,6,5553.0100,837147.3678
plasma,3,7,5553.0100,837147.3678
plasma,3,8,5553.0100,837147.3678
plasma,3,9,5553.0100,837147.3678
plasma,3,10,5553.0100,837147.3678
plasma,3,11,5553.0100,837147.3678
plasma,3,12,5553.0100,837147.3678
plasma,3,13,5553.0100,837147.3678
plasma,3,14,5553.0100,837147.3678
plasma,3,15,5553.0100,837147.3678
plasma,3,16,5553.0100,837147.3678
plasma,3,17,5553.0100,837147.3678
plasma,3,18,5553.0100,837147.3678
plasma,3,19,5553.0100,837147.3678
plasma,3,20,5553.0100,837147.3678
plasma,3,21,5553.0100,837147.3678
plasma,3,22,5553.0100,837147.3678
plasma,3,23,5553.0100,837147.3678
plasma,3,24,5553.0100,837147.3678
plasma,3,25,5553.0100,837147.3678
plasma,3,26,5553.0100,837147.3678
plasma,3,27,5553.0100,837147.3678
plasma,3,28,5553.0100,837147.3678
plasma,3,29,5553.0100,837147.3678
plasma,3,30,5553.0100,837147.3678
plasma,3,31,5553.0100,837147.3678
plasma,3,32,5553.0100,837147.3678
plasma,3,33,5553.0100,837147.3678
plasma,3,34,5553.0100,837147.3678
plasma,3,35,5553.0100,837147.3678
plasma,3,36,5553.0100,837147.3678
plasma,3,37,5553.0100,837147.3678
plasma,3,38,5553.0100,837147.3678
plasma,3,39,5553.0100,837147.3678
plasma,3,40,5553.0100,837147.3678
plasma,3,41,5553.0100,837147.3678
plasma,3,42,5553.0100,837147.3678
plasma,3,43,5553.0100,837147.3678
plasma,3,44,5553.0100,837147.3678
plasma,3,45,5553.0100,837147.3678
plasma,3,46,5553.0100,837147.3678
plasma,3,47,5553.0100,837147.3678
plasma,3,48,5553.0100,837147.3678
plasma,3,49,5553.0100,837147.3678
plasma,3,50,5553.0100,837147.3678
plasma,3,51,5553.0100,837147.3678
plasma,3,52,5553.0100,837147.3678
plasma,3,53,5553.0100,837147.3678
plasma,3,54,5553.0100,837147.3678
plasma,3,55,5553.0100,837147.3678
plasma,3,56,5553.0100,837147.3678
plasma,3,57,5553.0100,837147.3678
plasma,3,58,5553.0100,837147.3678
plasma,3,59,5553.0100,837147.3678
plasma,3,60,5553.0100,837147.3678
plasma,3,61,5553.0100,837147.3678
plasma,3,62,5553.0100,837147.3678
plasma,3,63,5553.0100,837147.3678
plasma,3,64,5553.0100,837147.3678
plasma,3,65,5553.0100,837147.3678
plasma,3,66,5553.0100,837147.3678
plasma,3,67,5553.0100,837147.3678
plasma,3,68,5553.0100,837147.3678
plasma,3,69,5553.0100,837147.3678
plasma,3,70,5553.0100,837147.3678
plasma,3,71,5553.0100,837147.3678
plasma,3,72,5553.0100,837147.3678
plasma,3,73,5553.0100,837147.3678
plasma,3,74,5553.0100,837147.3678
plasma,3,75,5553.0100,837147.3678
plasma,3,76,5553.0100,837147.3678
plasma,3,77,5553.0100,837147.3678
plasma,3,78,5553.0100,837147.3678
plasma,3,79,5553.0100,837147.3678
plasma,3,80,5553.0100,837147.3678
plasma,3,81,5553.0100,837147.3678
plasma,3,82,5553.0100,837147.3678
plasma,3,83,5553.0100,837147.3678
plasma,3,84,5553.0100,837147.3678
plasma,3,85,5553.0100,837147.3678
plasma,3,86,5553.0100,837147.3678
plasma,3,87,5553.0100,837147.3678
plasma,3,88,5553.0100,837147.3678
plasma,3,89,5553.0100,837147.3678
plasma,3,90,5553.0100,837147.3678
plasma,3,91,5553.0100,837147.3678
plasma,3,92,5553.0100,837147.3678
plasma,3,93,5553.0100,837147.3678
plasma,3,94,5553.0100,837147.3678
plasma,3,95,5553.0100,837147.3678
plasma,3,96,5553.0100,837147.3678
plasma,3,97,5553.0100,837147.3678
plasma,3,98,5553.0100,837147.3678
plasma,3,99,5553.0100,837147.3678
plasma,3,100,5553.0100,837147.3678
plasma,3,101,5553.0100,837147.3678
plasma,3,102,5553.0100,837147.3678
plasma,3,103,5553.0100,837147.3678
plasma,3,104,5553.0100,837147.3678
plasma,3,105,5553.0100,837147.3678
plasma,3,106,5553.0100,837147.3678
plasma,3,107,5553.0100,837147.3678
plasma,3,108,5553.0100,837147.3678
plasma,3,109,5553.0100,837147.3678
plasma,3,110,5553.0100,837147.3678
plasma,3,111,5553.0100,837147.3678
plasma,3,112,5553.0100,837147.3678
plasma,3,113,5553.0100,837147.3678
plasma,3,114,5553.0100,837147.3678
plasma,3,115,5553.0100,837147.3678
plasma,3,116,5553.0100,837147.3678
plasma,3,117,5553.0100,837147.3678
plasma,3,118,5553.0100,837147.3678
plasma,3,119,5553.0100,837147.3678
plasma,3,120,5553.0100,837147.3678
plasma,3,121,5553.0100,837147.3678
plasma,3,122,5553.0100,837147.3678
plasma,3,123,5553.0100,837147.3678
plasma,3,124,5553.0100,837147.3678
plasma,3,125,5553.0100,837147.3678
plasma,3,126,5553.0100,837147.3678
plasma,3,127,5553.0100,837147.3678
plasma,3,128,5553.0100,837147.3678
plasma,3,129,5553.0100,837147.3678
plasma,3,130,5553.0100,837147.3678
plasma,3,131,5553.0100,837147.3678
plasma,3,132,5553.0100,837147.3678
plasma,3,133,5553.0100,837147.3678
plasma,3,134,5553.0100,837147.3678
plasma,3,135,5553.0100,837147.3678
plasma,3,136,5553.0100,837147.3678
plasma,3,137,5553.0100,837147.3678
plasma,3,138,5553.0100,837147.3678
plasma,3,139,5553.0100,837147.3678
plasma,3,140,5553.0100,837147.3678
plasma,3,141,5553.0100,837147.3678
plasma,3,142,5553.0100,837147.3678
plasma,3,143,5553.0100,837147.3678
plasma,3,144,5553.0100,837147.3678
plasma,3,145,5553.0100,837147.3678
plasma,3,146,5553.0100,837147.3678
plasma,3,147,5553.0100,837147.3678
plasma,3,148,5553.0100,837147.3678
plasma,3,149,5553.0100,837147.3678
plasma,3,150,5553.0100,837147.3678
plasma,3,151,5553.0100,837147.3678
plasma,3,152,5553.0100,837147.3678
plasma,3,153,5553.0100,837147.3678
plasma,3,154,5553.0100,837147.3678
plasma,3,155,5553.0100,837147.3678
plasma,3,156,5553.0100,837147.3678
plasma,3,157,5553.0100,837147.3678
